Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",13.9854,8.9548,22.6349,2.79753,32,32,0,0,,199.765,796.828,159.807,68.1902,62.0942,20.2428,43.5371,0.3642,7.1157,242.685,10.9337,1.96148,5.57422,0.912,0.304564,0.054638,0.24992607161402702,0.214169,1.01792,0.288806,0.77229,0.424339,,2.78345,5.88823,5.79619,6.5,,,,,,,1151,5.755,1073,5.365,4.09,3.67,3.39,3.17,2.98,2.8,2.62,2.42,2.17,3.55,3.37,3.25,3.14,3.05,2.96,2.87,2.76,2.62,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",13.4878,9.1322,21.2584,2.92135,32,32,0,0,,193.982,785.668,158.127,69.2389,62.9653,17.5661,51.6545,0.5028,7.1724,236.97,10.9945,2.39657,4.5876,0.815,0.301616,0.065746,0.2358700856566429,0.217553,1.08145,0.297605,0.758914,0.443775,,2.77892,5.68296,5.74043,10.229999542236328,,,,,,,1100.4,5.6721649484536085,1033,5.324742268041237,4.29,3.84,3.55,3.32,3.11,2.92,2.73,2.52,2.26,3.75,3.55,3.41,3.29,3.19,3.08,2.98,2.86,2.7,"Paul Skenes","33677",694973
"Garrett Crochet","BOS",13.592,8.9556,20.6807,3.03348,32,32,0,0,,192.855,773.898,157.89,71.1383,65.0025,19.6712,49.8746,0.493,6.0093,237.989,11.1063,2.3275,4.77175,0.918,0.30752,0.064446,0.24307389557361603,0.219898,1.07731,0.300245,0.758088,0.455967,,2.86239,5.54573,5.39046,11.270000457763672,,,,,,,1079.4,5.592746113989638,1013,5.248704663212435,4.41,3.96,3.66,3.43,3.22,3.03,2.83,2.62,2.36,3.85,3.65,3.51,3.4,3.3,3.2,3.09,2.97,2.82,"Garrett Crochet","27463",676979
"Cristopher Sánchez","PHI",13.513,9.3488,21.1586,3.1379,32,32,0,0,,198.055,812.033,182.498,76.9598,69.053,17.4288,50.5751,0.4953,6.6741,191.352,8.69538,2.29823,3.78351,0.792,0.235645,0.0622821,0.17336301133036613,0.241789,1.17681,0.302323,0.748125,0.545382,,3.214,4.7252,5.14912,27.68000030517578,,,,,,,990.9000000000001,5.004545454545455,977,4.934343434343434,4.58,4.14,3.85,3.61,3.4,3.21,3.01,2.8,2.53,4.01,3.82,3.68,3.57,3.48,3.38,3.28,3.17,3.02,"Cristopher Sanchez","20778",650911
"Cole Ragans","KCR",11.7978,8.5561,17.444,3.28174,29.16,29.16,0,0,,172.018,711.406,140.357,68.1679,62.7243,18.0619,62.2609,0.5983,5.6365,210.373,11.0067,3.25749,3.37889,0.945,0.295714,0.0875181,0.2081960141658783,0.218112,1.17789,0.294635,0.758186,0.399002,,3.23833,4.20537,4.23006,45.63999938964844,,,,,,,903.3999999999999,5.252325581395348,842,4.895348837209302,4.76,4.27,3.94,3.68,3.46,3.25,3.03,2.8,2.51,4.15,3.93,3.78,3.65,3.54,3.43,3.32,3.19,3.02,"Cole Ragans","21846",666142
"Chris Sale","ATL",11.9696,7.5745,17.7248,3.19507,27.54,27.54,0,0,,168.535,685.659,139.805,65.0391,59.8312,18.1456,44.2853,0.5232,8.6098,205.7,10.9847,2.3649,4.64489,0.969,0.300004,0.0645879,0.235415980219841,0.220943,1.0923,0.297514,0.750228,0.416542,,3.03532,4.15057,4.32151,38.36000061035156,,,,,,,918.2,5.433136094674556,864,5.112426035502959,4.65,4.16,3.84,3.59,3.36,3.16,2.95,2.72,2.43,4.03,3.82,3.68,3.56,3.45,3.34,3.23,3.11,2.95,"Chris Sale","10603",519242
"Logan Webb","SFG",12.6807,10.3026,20.7406,3.3184,32,32,0,0,,199.392,830.798,193.861,81.8037,73.5179,16.6603,47.1478,0.7552,6.049,187.132,8.44661,2.12812,3.96904,0.752,0.225243,0.05675,0.16849307343363762,0.249306,1.20872,0.308814,0.731357,0.547548,,3.14472,4.09645,3.93109,63.77000045776367,,,,,,,974.1000000000003,4.894974874371861,989,4.969849246231155,4.79,4.35,4.05,3.81,3.6,3.4,3.2,2.98,2.71,4.19,4,3.88,3.77,3.67,3.58,3.48,3.37,3.22,"Logan Webb","17995",657277
"Jacob deGrom","TEX",11.4128,9.1262,17.128,3.52109,29.16,29.16,0,0,,174.797,715.502,152.498,73.654,68.3862,23.6364,39.7912,0.44,5.3398,202.488,10.4258,2.04878,5.08877,1.217,0.283002,0.055613,0.2273888923227787,0.227482,1.10007,0.290067,0.745204,0.378878,,3.35076,4.0366,3.37992,47.04999923706055,,,,,,,873.5999999999999,4.991999999999999,832,4.7542857142857144,5.03,4.52,4.18,3.92,3.68,3.46,3.24,3,2.69,4.43,4.19,4.02,3.89,3.76,3.64,3.52,3.38,3.19,"Jacob deGrom","10954",594798
"Dylan Cease","TOR",12.4115,9.7179,17.4667,3.57711,32,32,0,0,,184.857,777.037,156.596,79.4641,73.4727,22.2034,67.5222,1.178,5.8837,216.824,10.5563,3.2874,3.21115,1.081,0.279039,0.086897,0.1921420618891716,0.222554,1.21239,0.289263,0.749373,0.381771,,3.54201,3.85878,3.37588,78.55000305175781,,,,,,,902.2,4.876756756756757,851,4.6,5.04,4.56,4.24,3.99,3.77,3.56,3.35,3.12,2.82,4.39,4.2,4.06,3.95,3.85,3.75,3.64,3.53,3.37,"Dylan Cease","18525",656302
"Sonny Gray","BOS",11.532,9.9858,16.9347,3.70788,30.78,30.78,0,0,,181.357,757.548,171.658,81.2081,74.7167,21.2994,47.8763,0.5015,5.6627,189.262,9.39229,2.3759,3.95315,1.057,0.249835,0.063199,0.18663609772920609,0.243829,1.21051,0.30471,0.729125,0.451378,,3.46038,3.84733,3.47429,134.13999938964844,,,,,,,849.9000000000001,4.695580110497238,848,4.685082872928176,5.23,4.74,4.42,4.16,3.93,3.71,3.5,3.26,2.95,4.58,4.37,4.23,4.12,4.01,3.9,3.8,3.67,3.51,"Sonny Gray","12768",543243
"Framber Valdez","DET",11.8579,10.1823,19.314,3.4387,30.78,30.78,0,0,,190.384,796.252,180.265,80.6728,72.7414,15.5269,62.0615,0.4228,7.8566,176.012,8.32058,2.93383,2.83608,0.734,0.22105,0.077942,0.14310795813798904,0.248185,1.27283,0.308039,0.732828,0.555556,,3.44809,3.71956,3.61514,97.05000305175781,,,,,,,883.2,4.648421052631579,884,4.652631578947369,4.96,4.49,4.18,3.94,3.72,3.51,3.31,3.08,2.79,4.33,4.14,4,3.89,3.79,3.7,3.59,3.48,3.33,"Framber Valdez","17295",664285
"Max Fried","NYY",12.7893,9.1475,19.5184,3.33269,30.78,30.78,0,0,,189.434,790.955,177.468,77.6245,70.1471,18.8592,54.2959,0.6312,7.4302,179.447,8.52554,2.5796,3.30499,0.896,0.226874,0.068646,0.1582280993461609,0.243364,1.22346,0.298743,0.750578,0.505702,,3.51233,3.65821,3.6989,54.59000015258789,,,,,,,879.7,4.654497354497355,873,4.619047619047619,4.82,4.36,4.05,3.81,3.59,3.39,3.18,2.96,2.67,4.21,4.01,3.88,3.77,3.67,3.57,3.47,3.35,3.19,"Max Fried","13743",608331
"Hunter Brown","HOU",11.9099,9.7572,17.6627,3.62831,30.78,30.78,0,0,,184.176,769.968,164.919,81.036,74.2499,20.8529,60.9692,0.5467,7.1746,199.858,9.76628,2.97933,3.27801,1.019,0.259566,0.0791841,0.18038202822208405,0.234987,1.22648,0.299444,0.736434,0.473373,,3.54672,3.58556,3.28731,37.90999984741211,,,,,,,870.3000000000002,4.729891304347827,843,4.581521739130435,5.15,4.67,4.35,4.09,3.86,3.65,3.43,3.19,2.89,4.52,4.31,4.17,4.05,3.94,3.83,3.72,3.6,3.43,"Hunter Brown","25880",686613
"Hunter Greene","CIN",11.1297,10.555,16.6205,3.91883,30.78,30.78,0,0,,183.816,768.784,155.797,85.3175,80.0383,28.3077,61.5304,0.4105,10.0695,220.123,10.7776,3.01265,3.57746,1.386,0.286326,0.080036,0.20628992468118668,0.223466,1.18231,0.284096,0.742895,0.336385,,3.91066,3.55953,3.51328,43.72999954223633,,,,,,,835.6000000000003,4.541304347826088,780,4.239130434782608,5.41,4.91,4.58,4.31,4.07,3.85,3.62,3.38,3.06,4.78,4.55,4.4,4.27,4.15,4.03,3.92,3.78,3.6,"Hunter Greene","22182",668881
"Jesús Luzardo","PHI",11.8897,9.5873,17.3812,3.55774,30.78,30.78,0,0,,180.975,751.557,158.423,77.5063,71.5402,23.1447,57.4227,0.7162,5.5938,197.75,9.83422,2.85567,3.44375,1.151,0.26312,0.076405,0.1867150440812111,0.230086,1.19269,0.289276,0.754127,0.404283,,3.65693,3.54097,3.86515,75.91000366210938,,,,,,,852.7,4.711049723756906,813,4.49171270718232,5.05,4.56,4.24,3.98,3.75,3.54,3.32,3.09,2.79,4.42,4.21,4.06,3.94,3.83,3.72,3.61,3.49,3.32,"Jesus Luzardo","19959",666200
"Zack Wheeler","PHI",10.0576,7.0001,15.0754,3.18983,24.3,24.3,0,0,,145.15,589.085,121.05,56.0221,51.4451,16.5955,36.6646,0.4601,6.434,166.618,10.3311,2.27337,4.5444,1.029,0.282843,0.0622399,0.22060296311974525,0.22171,1.08656,0.287935,0.756187,0.415291,,3.21644,3.49418,3.81494,120.68000030517578,,,,,,,754.3000000000001,5.202068965517242,709,4.889655172413793,4.7,4.19,3.85,3.59,3.36,3.14,2.92,2.69,2.39,3.98,3.79,3.66,3.55,3.45,3.36,3.26,3.14,2.99,"Zack Wheeler","10310",554430
"Yoshinobu Yamamoto","LAD",11.0236,7.1327,15.2825,3.44693,25.92,25.92,0,0,,154.428,639.72,138.95,64.8992,59.1449,16.7469,47.1339,0.4075,5.206,162.55,9.4733,2.74694,3.44868,0.976,0.254095,0.073679,0.18041612207889557,0.236559,1.20499,0.299457,0.745118,0.492277,,3.45652,3.42855,3.29851,26.5,,,,,,,739.1000000000003,4.799350649350651,719,4.6688311688311686,5.04,4.52,4.18,3.91,3.67,3.45,3.22,2.98,2.67,4.32,4.12,3.98,3.87,3.76,3.66,3.55,3.43,3.27,"Yoshinobu Yamamoto","33825",808967
"Nathan Eovaldi","TEX",11.0743,9.4667,16.6889,3.64531,29.16,29.16,0,0,,174.547,724.26,164.526,77.0209,70.6974,20.4995,44.5406,0.6917,7.084,171.298,8.83251,2.29661,3.84589,1.057,0.236515,0.0614981,0.17501698061823845,0.244598,1.19777,0.299532,0.732093,0.460343,,3.58643,3.35527,3.04799,150.82000732421875,,,,,,,806,4.605714285714286,801,4.577142857142857,5.2,4.7,4.37,4.1,3.87,3.65,3.42,3.18,2.87,4.55,4.33,4.18,4.06,3.95,3.84,3.72,3.6,3.43,"Nathan Eovaldi","9132",543135
"Joe Ryan","MIN",10.6713,9.7856,15.8734,3.81104,29.16,29.16,0,0,,172.8,713.46,154.853,78.0872,73.172,24.864,41.9122,0.3439,8.1834,189.145,9.85132,2.18293,4.5129,1.295,0.26511,0.058745,0.20636514574289322,0.233436,1.13869,0.289279,0.732781,0.336616,,3.68622,3.3236,2.96153,71.55000305175781,,,,,,,797.7,4.6109826589595375,768,4.4393063583815024,5.31,4.8,4.47,4.2,3.96,3.74,3.52,3.27,2.96,4.64,4.42,4.28,4.15,4.04,3.94,3.82,3.7,3.53,"Joe Ryan","21390",657746
"Bryan Woo","SEA",12.3686,10.3739,19.0395,3.6032,32,32,0,0,,195.095,801.211,176.402,84.4245,78.1073,26.2511,44.0089,0.6634,7.5378,195.447,9.01627,2.03019,4.44109,1.211,0.24394,0.054928,0.18901201710104942,0.235308,1.12976,0.284395,0.740427,0.394658,,3.67338,3.26833,2.93394,39.13999938964844,,,,,,,899.6,4.613333333333333,871,4.466666666666667,5.07,4.59,4.27,4.02,3.8,3.59,3.38,3.14,2.85,4.47,4.25,4.11,3.98,3.87,3.76,3.65,3.52,3.35,"Bryan Woo","30279",693433
"Ranger Suárez","BOS",10.77,9.6047,15.8448,3.7542,29.16,29.16,0,0,,171.504,723.339,170.357,78.3284,71.5399,18.389,49.3115,0.8123,5.6674,152.787,8.01778,2.58772,3.0984,0.965,0.211224,0.068172,0.14305201917886734,0.254889,1.28084,0.305658,0.728844,0.490779,,3.709,3.2276,3.19535,175.5,,,,,,,750.3999999999999,4.362790697674418,767,4.459302325581396,5.36,4.85,4.51,4.24,4.01,3.78,3.56,3.31,3,4.67,4.46,4.32,4.2,4.09,3.98,3.87,3.75,3.58,"Ranger Suarez","17277",624133
"Logan Gilbert","SEA",11.1955,8.8583,16.1433,3.40679,29.16,29.16,0,0,,166.486,678.151,144.511,68.244,63.0204,21.0328,38.6736,0.9284,5.8911,181.613,9.81773,2.09064,4.69605,1.137,0.267806,0.057028,0.2107781358063221,0.228084,1.1003,0.286532,0.747636,0.398645,,3.39879,3.15001,2.90108,32.90999984741211,,,,,,,822.1000000000001,4.952409638554218,786,4.734939759036145,4.89,4.39,4.07,3.81,3.58,3.37,3.16,2.92,2.63,4.21,4.02,3.88,3.77,3.67,3.57,3.47,3.35,3.19,"Logan Gilbert","22250",669302
"George Kirby","SEA",11.661,9.663,17.0582,3.52073,30.78,30.78,0,0,,178.218,732.805,165.866,75.8222,69.7176,22.2179,33.7149,0.4771,7.2511,173.715,8.77259,1.7026,5.15247,1.122,0.237055,0.046008,0.19104700535535812,0.239747,1.11987,0.289668,0.734578,0.422985,,3.49593,3.13732,2.75005,69.08999633789062,,,,,,,839.9999999999999,4.719101123595505,829,4.657303370786517,5.02,4.53,4.21,3.95,3.73,3.51,3.3,3.07,2.77,4.37,4.17,4.03,3.91,3.81,3.7,3.6,3.48,3.32,"George Kirby","25436",669923
"Pablo López","MIN",10.5805,9.85,15.821,3.8009,29.16,29.16,0,0,,172.279,718.127,163.609,78.6286,72.7571,21.4774,44.521,0.7548,7.4994,171.753,8.97254,2.32582,3.8578,1.122,0.239168,0.061996,0.17717213928699493,0.245619,1.2081,0.300567,0.727283,0.421869,,3.66777,3.11751,2.78945,140.27000427246094,,,,,,,776.1,4.512209302325582,775,4.505813953488372,5.36,4.85,4.51,4.24,4,3.78,3.55,3.3,2.99,4.69,4.47,4.32,4.2,4.08,3.97,3.86,3.73,3.56,"Pablo Lopez","17085",641154
"Michael King","SDP",11.1182,10.0866,15.7283,3.79564,30.78,30.78,0,0,,175.764,741.932,158.181,80.1313,74.1262,23.0446,60.7694,0.9526,7.291,182.413,9.34047,3.1117,3.00172,1.18,0.245862,0.081907,0.16395505517721176,0.234734,1.24571,0.288497,0.743588,0.402883,,3.9256,3.05891,2.80297,128.27000427246094,,,,,,,768.7,4.367613636363637,741,4.2102272727272725,5.37,4.85,4.51,4.24,4,3.77,3.54,3.29,2.97,4.73,4.49,4.33,4.2,4.08,3.96,3.83,3.7,3.51,"Michael King","19853",650633
"Brandon Woodruff","MIL",9.8973,9.4616,14.9726,3.84364,27.54,27.54,0,0,,163.691,678.37,146.993,74.9152,69.9076,23.7352,44.6768,0.3779,6.5062,171.97,9.45522,2.45641,3.84921,1.305,0.253505,0.065859,0.18764597922563553,0.234369,1.17093,0.285662,0.736899,0.364232,,3.85702,3.0383,2.78202,104.55000305175781,,,,,,,724.2,4.4158536585365855,696,4.2439024390243905,5.44,4.89,4.53,4.25,3.99,3.76,3.52,3.26,2.93,4.8,4.54,4.36,4.21,4.08,3.95,3.82,3.67,3.47,"Brandon Woodruff","16162",605540
"José Soriano","LAA",10.6238,10.6958,16.3966,3.67069,30.78,30.78,0,0,,177.273,759.198,169.304,80.0725,72.3014,14.8121,75.4354,0.6947,8.6321,164.464,8.34969,3.8298,2.18019,0.752,0.216628,0.099362,0.1172659769654274,0.250773,1.38058,0.311567,0.735112,0.572849,,3.78855,3.0256,3.12441,431.67999267578125,,,,,,,761.9,4.3045197740112995,766,4.327683615819209,5.31,4.8,4.47,4.2,3.96,3.74,3.51,3.26,2.95,4.67,4.45,4.29,4.16,4.04,3.92,3.8,3.67,3.49,"Jose Soriano","22100",667755
"Blake Snell","LAD",10.7635,7.2096,14.4929,3.53632,25.92,25.92,0,0,,151.14,635.843,123.289,64.5878,59.3866,17.549,66.2072,0.6021,4.1489,185.241,11.0306,3.94247,2.7979,1.045,0.291331,0.104125,0.1872059553861618,0.218024,1.25378,0.291539,0.757354,0.428643,,3.58984,3.00928,3.09166,92.5,,,,,,,736.2,4.875496688741722,681,4.509933774834437,5.14,4.6,4.25,3.97,3.73,3.5,3.27,3.02,2.7,4.43,4.21,4.06,3.93,3.82,3.71,3.59,3.46,3.29,"Blake Snell","13543",605483
"Aaron Nola","PHI",11.0643,10.4364,15.9381,3.96964,30.78,30.78,0,0,,180.677,757.874,174.168,86.063,79.6915,26.3387,46.6995,0.5987,5.8622,174.836,8.70904,2.32622,3.74386,1.312,0.230693,0.0616191,0.16907402127981186,0.246938,1.22244,0.293233,0.73266,0.422873,,3.96765,2.98834,3.01893,210.82000732421875,,,,,,,758.2000000000002,4.188950276243095,758,4.1878453038674035,5.53,5.03,4.69,4.42,4.19,3.96,3.74,3.49,3.17,4.86,4.65,4.5,4.38,4.26,4.16,4.04,3.91,3.74,"Aaron Nola","16149",605400
"Kevin Gausman","TOR",11.364,10.4036,16.5353,4.02011,30.78,30.78,0,0,,185.401,784.269,177.164,89.0534,82.8148,25.3794,54.5765,0.7176,4.4813,181.212,8.79662,2.64933,3.32032,1.232,0.231058,0.069589,0.16146910190582275,0.244293,1.24994,0.292671,0.727219,0.380152,,3.91551,2.88864,2.3119,126.63999938964844,,,,,,,786.3,4.25027027027027,785,4.243243243243243,5.54,5.05,4.72,4.46,4.23,4.01,3.78,3.54,3.22,4.86,4.66,4.52,4.41,4.3,4.2,4.09,3.97,3.81,"Kevin Gausman","14107",592332
"Shane McClanahan","TBR",9.0546,7.8758,13.5701,3.57194,24.3,24.3,0,0,,142.175,587.984,128.828,61.4204,56.4266,17.8666,41.594,0.4692,4.1059,153.555,9.72041,2.633,3.69176,1.131,0.261155,0.07074,0.19041501730680466,0.237565,1.19868,0.299198,0.749622,0.455727,,3.57302,2.88217,2.72943,216.5500030517578,,,,,,,664,4.676056338028169,646,4.549295774647887,5.26,4.69,4.31,4.02,3.76,3.52,3.27,3.01,2.68,4.57,4.31,4.13,3.99,3.85,3.73,3.6,3.45,3.25,"Shane McClanahan","21483",663556
"Tyler Glasnow","LAD",9.8478,6.8266,12.8963,3.60354,24.3,24.3,0,0,,138.55,574.42,117.406,60.2229,55.4745,16.3489,50.8948,0.3194,3.9468,161.473,10.489,3.30605,3.17268,1.062,0.281106,0.0886021,0.1925039291381836,0.225964,1.21473,0.295699,0.743251,0.446989,,3.52572,2.87076,2.82338,118.5,,,,,,,684.6000000000001,4.9251798561151094,644,4.633093525179856,5.27,4.7,4.33,4.04,3.78,3.54,3.3,3.05,2.72,4.52,4.29,4.13,4,3.88,3.77,3.65,3.52,3.34,"Tyler Glasnow","14374",607192
"Kyle Bradish","BAL",9.7119,7.9522,12.9982,3.71485,25.92,25.92,0,0,,145.078,608.802,134.067,65.1044,59.8824,17.3771,45.3266,0.3683,6.4947,152.593,9.4662,2.81187,3.36652,1.078,0.250644,0.0744521,0.17619208991527557,0.240703,1.23653,0.301515,0.737037,0.452951,,3.66024,2.84978,2.35424,69.7699966430664,,,,,,,668.5,4.610344827586207,657,4.531034482758621,5.41,4.84,4.47,4.17,3.91,3.67,3.43,3.16,2.83,4.7,4.45,4.28,4.14,4.01,3.88,3.75,3.61,3.42,"Kyle Bradish","24586",680694
"Drew Rasmussen","TBR",10.478,10.4748,14.504,3.92856,30.78,30.78,0,0,,171.003,718.502,170.065,81.1132,74.6441,21.5274,44.7619,0.6071,6.0699,156.365,8.22959,2.35584,3.49327,1.133,0.217627,0.0622989,0.15532802045345306,0.254714,1.25627,0.303276,0.723996,0.46672,,3.83466,2.83741,2.47909,154.9499969482422,,,,,,,711.8000000000002,4.162573099415206,728,4.257309941520468,5.58,5.04,4.69,4.41,4.16,3.92,3.69,3.43,3.1,4.93,4.68,4.51,4.37,4.24,4.12,3.99,3.84,3.65,"Drew Rasmussen","25385",656876
"Nick Pivetta","SDP",11.1499,10.5283,16.4466,3.96567,30.78,30.78,0,0,,183.723,767.431,164.123,86.3639,80.9539,28.4567,56.7546,0.9102,5.4081,202.102,9.90034,2.78023,3.56098,1.394,0.263349,0.073954,0.1893950179219246,0.232709,1.20223,0.285787,0.743012,0.338031,,3.96367,2.74687,2.67125,98.2699966430664,,,,,,,808.8000000000003,4.395652173913045,774,4.206521739130435,5.46,4.96,4.63,4.37,4.13,3.91,3.69,3.44,3.13,4.8,4.59,4.44,4.32,4.21,4.1,3.99,3.86,3.69,"Nick Pivetta","15454",601713
"Freddy Peralta","NYM",10.9102,9.2657,15.1752,3.80005,29.16,29.16,0,0,,168.291,710.689,144.523,76.5053,71.0572,22.4762,62.3395,0.4797,7.593,185.058,9.89669,3.33384,2.96856,1.202,0.260393,0.087717,0.1726759448647499,0.225551,1.2292,0.28172,0.743218,0.37225,,3.91873,2.73423,2.56658,59.27000045776367,,,,,,,755.5999999999999,4.497619047619047,714,4.25,5.34,4.83,4.49,4.22,3.99,3.76,3.54,3.29,2.98,4.64,4.44,4.3,4.18,4.07,3.97,3.86,3.73,3.57,"Freddy Peralta","18679",642547
"MacKenzie Gore","TEX",10.3411,9.444,13.9556,3.82406,29.16,29.16,0,0,,161.264,681.59,141.65,73.8144,68.5204,20.9285,61.1673,0.3476,6.3279,182.036,10.1592,3.41369,2.97603,1.168,0.267075,0.0897421,0.17733298987150192,0.230664,1.25767,0.293632,0.743458,0.389817,,3.82025,2.69658,2.46126,177.9499969482422,,,,,,,726.9000000000001,4.514906832298137,695,4.316770186335404,5.4,4.88,4.53,4.25,4.01,3.78,3.55,3.3,2.98,4.69,4.48,4.33,4.21,4.1,3.99,3.88,3.75,3.58,"MacKenzie Gore","22201",669022
"Spencer Strider","ATL",10.5342,8.6229,14.5582,3.82772,27.54,27.54,0,0,,160.846,674.123,139.476,73.3782,68.4081,21.178,57.7704,0.6957,7.1154,187.47,10.4898,3.2325,3.24509,1.185,0.278095,0.0856971,0.19239797443151474,0.228935,1.22631,0.295309,0.739082,0.372441,,3.72596,2.66774,2.89525,95.13999938964844,,,,,,,750.7000000000002,4.662732919254659,711,4.416149068322981,5.41,4.87,4.52,4.24,3.99,3.76,3.52,3.27,2.95,4.73,4.49,4.33,4.2,4.08,3.96,3.84,3.7,3.52,"Spencer Strider","27498",675911
"Chase Burns","CIN",8.4221,7.6655,10.7696,3.7167,30.68,22.68,0,0.6505,,131.954,547.71,115.824,58.7803,54.4925,18.0777,41.5154,0.6265,4.1813,149.714,10.2113,2.83159,3.60622,1.233,0.273345,0.0757981,0.19754649698734283,0.230718,1.19238,0.292458,0.746486,0.408855,,3.68588,2.64243,2.62804,105,,,,,,,619.8000000000002,4.695454545454547,592,4.484848484848484,5.64821,4.91363,4.44998,4.10452,3.79815,3.52723,3.25056,2.96693,2.61753,4.77786,4.47968,4.28029,4.1115,3.96271,3.82332,3.67453,3.50574,3.29695,"Chase Burns","35333",695505
"Eury Pérez","MIA",9.0933,9.7296,12.9052,4.00784,27.54,27.54,0,0,,154.035,647.752,134.89,73.1386,68.5944,22.0271,53.7064,0.4703,5.3018,171.256,10.0062,3.13796,3.18874,1.287,0.264385,0.082912,0.18147282302379608,0.229115,1.22437,0.285396,0.731864,0.323521,,3.91979,2.59785,2.48566,85.58999633789062,,,,,,,683,4.435064935064935,649,4.214285714285714,5.66,5.09,4.71,4.41,4.15,3.9,3.65,3.38,3.04,4.99,4.72,4.53,4.38,4.24,4.11,3.97,3.81,3.6,"Eury Perez","27768",691587
"Jack Flaherty","DET",9.9419,9.9755,14.0143,3.90124,29.16,29.16,0,0,,163.146,696.908,149.12,76.3467,70.7191,21.3903,57.3151,0.8732,6.8422,176.451,9.73399,3.1618,3.07862,1.18,0.253192,0.082242,0.1709498092532158,0.235669,1.26534,0.293692,0.737091,0.39792,,3.85622,2.58062,2.38762,227.0500030517578,,,,,,,720.5000000000001,4.420245398773007,702,4.306748466257669,5.5,4.97,4.63,4.35,4.1,3.87,3.64,3.39,3.06,4.78,4.57,4.42,4.3,4.19,4.08,3.97,3.84,3.67,"Jack Flaherty","17479",656427
"Yusei Kikuchi","LAA",10.0136,11.3636,15.0164,4.10009,30.78,30.78,0,0,,177.726,748.32,165.97,86.9903,80.9658,26.0665,62.9292,0.6787,5.4605,181.611,9.19675,3.18672,2.88596,1.32,0.242692,0.084094,0.1585979387164116,0.244099,1.28793,0.296247,0.737549,0.408163,,4.15249,2.57383,2.44969,556.0499877929688,,,,,,,725.8000000000001,4.0775280898876405,712,4,5.67,5.16,4.82,4.55,4.31,4.08,3.85,3.59,3.27,4.98,4.76,4.62,4.49,4.38,4.28,4.16,4.03,3.86,"Yusei Kikuchi","20633",579328
"Shohei Ohtani","LAD",8.8198,6.0215,10.3884,3.45601,22.68,22.68,0,0,,116.914,479.745,98.1551,48.5949,44.8951,14.7441,36.2606,0.463,4.536,136.332,10.4948,2.79133,3.75978,1.135,0.284176,0.0755831,0.20859289169311523,0.223614,1.1497,0.28975,0.75431,0.411735,,3.48924,2.5601,2.53687,1.3200000524520874,,,,,,,575.5000000000002,4.918803418803421,539,4.6068376068376065,5.18,4.57,4.17,3.86,3.59,3.34,3.09,2.82,2.49,4.39,4.14,3.97,3.83,3.71,3.59,3.46,3.32,3.13,"Shohei Ohtani","19755",660271
"Sandy Alcantara","MIA",10.0732,11.8295,16.2328,4.16611,30.78,30.78,0,0,,186.581,795.656,189.852,93.7144,86.3687,22.2032,56.0269,0.8744,7.7051,158.198,7.63088,2.70253,2.8236,1.071,0.198827,0.070416,0.12841089814901352,0.259388,1.31781,0.303974,0.708419,0.469799,,4.01112,2.50151,2.47031,154.0500030517578,,,,,,,743.1999999999998,3.974331550802138,773,4.133689839572193,5.79,5.28,4.94,4.66,4.42,4.19,3.96,3.7,3.38,5.14,4.91,4.75,4.62,4.5,4.38,4.26,4.12,3.93,"Sandy Alcantara","18684",645261
"Cody Ponce","TOR",9.8882,9.0982,11.7198,3.9414,47.3,24.3,0,0.6494,,161.51,681.689,156.634,76.5689,70.7306,20.422,45.9753,1.1944,6.6185,157.19,8.75926,2.56193,3.419,1.138,0.230589,0.0674432,0.16314535588026047,0.248983,1.25447,0.301699,0.724293,0.441177,,3.80933,2.45872,1.85198,276,,,,,,,703.5999999999999,4.3432098765432094,709,4.3765432098765435,5.89117,5.17725,4.72744,4.37756,4.07766,3.80487,3.52778,3.23354,2.87357,4.9275,4.68035,4.51177,4.3632,4.23604,4.10747,3.97889,3.83174,3.64316,"Cody Ponce","17920",664074
"Emmet Sheehan","LAD",10.2252,8.1511,10.9431,3.93413,44.3,24.3,0,0.7735,,153.594,645.486,134.136,71.8174,67.1397,22.9196,53.6456,0.8611,6.4781,173.199,10.1488,3.14343,3.22858,1.343,0.268324,0.0831088,0.18521486967802048,0.22915,1.22259,0.285724,0.74482,0.35732,,3.99407,2.42524,2.30593,128.08999633789062,,,,,,,678.3000000000003,4.404545454545456,641,4.162337662337662,5.86552,5.13224,4.67364,4.31458,4.00853,3.7277,3.45208,3.16036,2.79384,4.92802,4.66062,4.47322,4.31453,4.17583,4.03843,3.89974,3.74234,3.52625,"Emmet Sheehan","29839",686218
