Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Christopher Vasquez",,0.0376,0.0701,0.0158,6.30342,0.6661,0.0711,0,0,,1,4.784,1.1532,0.7443,0.70038,0.163556,0.702,0.0191,0.0522,0.5414,4.8726,6.318,0.771225,1.472,0.113169,0.146739,-0.03357023745775223,0.286168,1.8552,0.297651,0.683117,0.425004,,6.44116,-0.022753,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Christopher Vasquez","sa3015218",693709
"John Lynch",,0.0396,0.0583,0,6.0876,1,0,0,0,,1,4.859,1.1151,0.7217,0.6764,0.139778,0.8341,0.0295,0.0484,0.5788,5.2092,7.5069,0.693922,1.258,0.119119,0.171661,-0.052541665732860565,0.280422,1.9492,0.299369,0.700024,0.440006,,6.44215,-0.0227638,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"John Lynch","sa3020809",688757
"Nick Bautista III",,0.039,0.0589,0,6.28695,1,0,0,0,,1,4.808,1.1169,0.7408,0.69855,0.162889,0.7544,0.0292,0.054,0.6172,5.5548,6.7896,0.818134,1.466,0.128369,0.156905,-0.028535768389701843,0.279253,1.8713,0.296322,0.687964,0.400997,,6.44349,-0.0227785,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Nick Bautista III","sa3020974",805012
"German Fajardo","LAA",0.0368,0.0611,0,6.45651,1,0,0,0,,1,4.789,1.1312,0.7581,0.71739,0.182556,0.7113,0.0291,0.0634,0.6153,5.5377,6.4017,0.865036,1.643,0.128482,0.148528,-0.020045936107635498,0.281793,1.8425,0.294936,0.683335,0.379683,,6.60186,-0.0228125,-0.0465425,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"German Fajardo","sa3023035",690455
"Dawry Segura",,0.0389,0.059,0,6.33366,1,0,0,0,,1,4.753,1.1436,0.7438,0.70374,0.18,0.6669,0.0288,0.0443,0.581,5.229,6.0021,0.871195,1.62,0.122239,0.140311,-0.018072806298732758,0.282943,1.8105,0.293709,0.68444,0.370004,,6.44674,-0.0228139,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Dawry Segura","sa3017102",692619
"Enderjer Sifontes",,0.0389,0.059,0,6.3099,1,0,0,0,,1,4.808,1.126,0.7437,0.7011,0.162889,0.756,0.0292,0.0456,0.6047,5.4423,6.804,0.799868,1.466,0.12577,0.157238,-0.03146837651729584,0.28105,1.882,0.297366,0.688229,0.404008,,6.44809,-0.0228288,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Enderjer Sifontes","sa3016458",691583
"Nicolo Pinazzi","LAA",0.0358,0.0686,0.0101,6.3243,0.7798,0.0468,0,0,,1,4.848,1.1052,0.7452,0.7027,0.164,0.8142,0.0228,0.0586,0.6408,5.7672,7.3278,0.78703,1.476,0.132178,0.167946,-0.035767316818237305,0.278024,1.9194,0.296871,0.694875,0.398202,,6.60394,-0.0228349,-0.0465425,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Nicolo Pinazzi","sa3015335",695950
"Elian Serrata",,0.0392,0.0588,0,6.22566,1,0,0,0,,1,4.845,1.0976,0.7358,0.69174,0.150444,0.8153,0.0294,0.0614,0.6361,5.7249,7.3377,0.780204,1.354,0.13129,0.168277,-0.036986589431762695,0.276592,1.9129,0.297683,0.691485,0.426002,,6.44881,-0.0228367,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Elian Serrata","sa3018871",801220
"Randy Berigüete",,0.0382,0.0648,0.0082,6.26508,0.8252,0.0372,0,0,,1,4.823,1.1457,0.7418,0.69612,0.150444,0.7676,0.024,0.0471,0.5423,4.8807,6.9084,0.706488,1.354,0.11244,0.159154,-0.04671367257833481,0.285832,1.9133,0.300178,0.688034,0.449993,,6.45041,-0.0228541,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Randy Beriguete","sa3016199",691335
"Darwin Rodriguez","MIA",0.0374,0.0605,0,6.30684,1,0,0,0,,1,4.829,1.1115,0.7437,0.70076,0.155556,0.7924,0.0293,0.0484,0.6232,5.6088,7.1316,0.786471,1.4,0.129054,0.164092,-0.035038307309150696,0.278697,1.9039,0.297854,0.688088,0.408511,,6.43336,-0.0228678,-0.0449574,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Darwin Rodriguez","sa3018877",801270
"Victor Diaz","CIN",0.0378,0.0601,0,6.561,1,0,0,0,,1,4.843,1.1116,0.771,0.729,0.186222,0.8004,0.0294,0.0473,0.662,5.958,7.2036,0.827086,1.676,0.136692,0.165269,-0.028577327728271484,0.278227,1.912,0.294044,0.690975,0.3949,,6.77513,-0.0228707,-0.0417522,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Victor Diaz","sa3067034",828718
"Marco Barrios","CHW",0.0369,0.061,0,6.42726,1,0,0,0,,1,4.859,1.1035,0.7563,0.71414,0.170556,0.8334,0.0295,0.0456,0.6392,5.7528,7.5006,0.766979,1.535,0.13155,0.171517,-0.03996707499027252,0.277261,1.9369,0.294282,0.695239,0.395132,,6.71096,-0.0228845,-0.0474387,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Marco Barrios","sa3023820",816256
"Jacob Webb","CHC",2.5947,2.6972,0,4.34246,54,0,0,10.6984,,54,232.658,50.9457,27.8255,26.0548,7.836,21.7673,1.6844,2.2984,50.2803,8.38005,3.62788,2.3099,1.306,0.216112,0.0935592,0.1225532814860344,0.244236,1.34654,0.286489,0.72701,0.355886,,4.49633,-0.0229084,0.0126327,999,,,,,,,240.60000000000005,4.455555555555557,238,4.407407407407407,6.83,5.86,5.24,4.77,4.36,3.99,3.63,3.25,2.78,5.4,5.11,4.91,4.75,4.6,4.46,4.31,4.14,3.92,"Jacob Webb","19274",657097
"Jonawel Valdez","PIT",0.0363,0.0706,0.013,6.4035,0.6982,0.0642,0,0,,1,4.744,1.1796,0.7519,0.7115,0.178222,0.6201,0.0199,0.0466,0.5138,4.6242,5.5809,0.828576,1.604,0.108305,0.130712,-0.022407248616218567,0.289309,1.7997,0.295804,0.675918,0.372119,,6.42453,-0.0229227,-0.0442778,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jonawel Valdez","sa3021755",807835
"Ramon Henriquez",,0.0389,0.059,0,6.30342,1,0,0,0,,1,4.819,1.132,0.744,0.70038,0.158444,0.7642,0.0292,0.0481,0.5861,5.2749,6.8778,0.766946,1.426,0.121623,0.158581,-0.036957867443561554,0.282527,1.8962,0.298439,0.688136,0.418997,,6.45961,-0.0229547,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ramon Henriquez","sa3021507",808045
"Chris Barraza",,0.0389,0.0591,0,6.34257,1,0,0,0,,1,4.798,1.1204,0.7458,0.70473,0.17,0.741,0.0291,0.0477,0.6258,5.6322,6.669,0.844534,1.53,0.130429,0.154439,-0.024010002613067627,0.27945,1.8614,0.295752,0.6872,0.383013,,6.45964,-0.022955,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Chris Barraza","sa3022649",696511
"Juan Sanchez","ATL",0.0408,0.0571,0,6.18255,1,0,0,0,,1,4.845,1.0915,0.7311,0.68695,0.145556,0.8305,0.0294,0.0603,0.6919,6.2271,7.4745,0.833113,1.31,0.142807,0.171414,-0.02860681712627411,0.276036,1.922,0.303504,0.6931,0.434047,,6.31596,-0.0229661,-0.0456763,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Juan Sanchez","sa3018360",803424
"Madison Jeffrey","CHW",0.0371,0.0608,0,6.35931,1,0,0,0,,1,4.919,1.0798,0.7513,0.70659,0.151444,0.9176,0.0298,0.0641,0.6633,5.9697,8.2584,0.722864,1.363,0.134844,0.186542,-0.0516975075006485,0.274249,1.9974,0.297306,0.697948,0.432606,,6.72241,-0.0229962,-0.0474291,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Madison Jeffrey","sa3018206",686700
"Marco Corcho","LAD",0.0413,0.0566,0,6.41916,1,0,0,0,,1,4.831,1.1425,0.7582,0.71324,0.169111,0.7689,0.0293,0.0595,0.5585,5.0265,6.9201,0.726362,1.522,0.115608,0.15916,-0.04355206340551376,0.285439,1.9114,0.297219,0.688624,0.442997,,6.70178,-0.0230397,-0.0461378,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Marco Corcho","sa3021484",806866
"Melvin Cuevas",,0.0391,0.0588,0,6.26463,1,0,0,0,,1,4.843,1.0742,0.7382,0.69607,0.158111,0.8407,0.0294,0.0471,0.6929,6.2361,7.5663,0.824194,1.423,0.143072,0.173591,-0.03051827847957611,0.271592,1.9149,0.295114,0.694815,0.393992,,6.46818,-0.0230483,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Melvin Cuevas","sa3023704",827284
"Matt Mikulski",,0.0397,0.0583,0,6.12144,1,0,0,0,,1,4.817,1.079,0.7208,0.68016,0.161778,0.7803,0.0292,0.0644,0.652,5.868,7.0227,0.835576,1.456,0.135354,0.161989,-0.02663484215736389,0.271631,1.8593,0.290396,0.697264,0.371009,,6.46835,-0.0230502,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Matt Mikulski","sa3017874",694392
"Owen Sharts",,0.0389,0.059,0,6.30378,1,0,0,0,,1,4.815,1.1289,0.7437,0.70042,0.160222,0.7586,0.0292,0.0507,0.5872,5.2848,6.8274,0.774057,1.442,0.121952,0.157549,-0.035597093403339386,0.281823,1.8875,0.297297,0.687715,0.414009,,6.47153,-0.0230849,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Owen Sharts","sa3019236",680714
"Andy Luis","WSN",0.0371,0.0608,0,6.28749,1,0,0,0,,1,4.836,1.1301,0.7436,0.69861,0.150556,0.7999,0.0293,0.0477,0.5531,4.9779,7.1991,0.691461,1.355,0.114371,0.165405,-0.051033906638622284,0.283347,1.93,0.29821,0.69008,0.438926,,6.52896,-0.0230891,-0.0456797,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Andy Luis","sa3015633",692451
"Gabriel Rodriguez","CHW",0.0339,0.0752,0.0155,6.49323,0.6248,0.0798,0,0,,1,4.775,1.1624,0.7626,0.72147,0.192,0.6662,0.0178,0.056,0.5307,4.7763,5.9958,0.796608,1.728,0.111141,0.139518,-0.028376959264278412,0.286814,1.8286,0.291403,0.683421,0.384231,,6.73634,-0.0231537,-0.0474387,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Gabriel Rodriguez","sa3016784",700421
"Jesse Wainscott",,0.0389,0.059,0,6.32511,1,0,0,0,,1,4.796,1.125,0.7444,0.70279,0.168667,0.7301,0.0291,0.0542,0.6014,5.4126,6.5709,0.823723,1.518,0.125396,0.152231,-0.02683486044406891,0.28043,1.8551,0.295016,0.686055,0.390993,,6.4779,-0.0231546,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jesse Wainscott","sa3023415",703040
"Francis Hernandez",,0.0382,0.063,0.005,6.3414,0.8854,0.0244,0,0,,1,4.783,1.1453,0.7467,0.7046,0.170556,0.6982,0.0256,0.0531,0.5636,5.0724,6.2838,0.807219,1.535,0.117834,0.145975,-0.0281413272023201,0.284074,1.8435,0.295597,0.683483,0.398998,,6.47906,-0.0231672,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Francis Hernandez","sa3016223",692569
"Jhonny Felix",,0.0381,0.0641,0.0067,6.35373,0.8524,0.0314,0,0,,1,4.792,1.1396,0.7483,0.70597,0.169,0.7164,0.0247,0.052,0.5785,5.2065,6.4476,0.80751,1.521,0.120722,0.149499,-0.028777144849300385,0.283229,1.856,0.296267,0.684019,0.400006,,6.48034,-0.0231812,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jhonny Felix","sa3017641",688913
"David Bracho","CHC",0.0398,0.0582,0,6.16608,1,0,0,0,,1,4.778,1.1177,0.7288,0.68512,0.157667,0.7482,0.029,0.0442,0.592,5.328,6.7338,0.791232,1.419,0.123901,0.156593,-0.032691508531570435,0.280435,1.8659,0.296679,0.691176,0.423963,,6.378,-0.0232212,-0.0476476,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"David Bracho","sa3019080",803425
"Eric Foggo",,0.0388,0.0592,0,6.36228,1,0,0,0,,1,4.824,1.1276,0.7495,0.70692,0.162889,0.7621,0.0293,0.0543,0.607,5.463,6.8589,0.796483,1.466,0.125829,0.157981,-0.03215174376964569,0.281365,1.8897,0.297961,0.686183,0.403997,,6.48789,-0.0232637,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Eric Foggo","sa3020948",695252
"Jose Cabrera","LAD",0.0412,0.0568,0,6.49134,1,0,0,0,,1,4.822,1.1092,0.7627,0.72126,0.184444,0.78,0.0293,0.0528,0.6532,5.8788,7.02,0.837436,1.66,0.135462,0.161759,-0.026296138763427734,0.278051,1.8892,0.293428,0.69069,0.391466,,6.72491,-0.0232858,-0.0461378,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jose Cabrera","sa3024078",820872
"Zach Cable",,0.0388,0.0592,0,6.35319,1,0,0,0,,1,4.822,1.1206,0.7482,0.70591,0.163889,0.7713,0.0293,0.0484,0.6168,5.5512,6.9417,0.799689,1.475,0.127914,0.159954,-0.03204065561294556,0.279989,1.8919,0.296967,0.687958,0.398992,,6.49119,-0.0232998,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Zach Cable","sa3016935",668871
"Cade Winquest","NYY",2.0564,2.0595,0,4.23472,42,0,0,0.6919,,42,182.292,41.7261,21.4038,19.762,5.516,15.8266,1.1061,2.147,34.5302,7.39933,3.39141,2.18178,1.182,0.189422,0.08682,0.10260241478681564,0.253934,1.3703,0.291377,0.72544,0.452793,,4.482,-0.0233172,0.0076755,999,,,,,,,147.8,3.5190476190476194,152,3.619047619047619,7.03,5.91,5.22,4.69,4.25,3.84,3.45,3.05,2.57,5.38,5.08,4.87,4.7,4.55,4.4,4.24,4.07,3.84,"Cade Winquest","sa3020805",685464
"Luigi Hernandez",,0.0383,0.0642,0.0069,6.27606,0.8475,0.0325,0,0,,1,4.872,1.0974,0.7425,0.69734,0.146111,0.853,0.0249,0.0592,0.6363,5.7267,7.677,0.745955,1.315,0.130603,0.175082,-0.044478639960289,0.277135,1.9504,0.299393,0.691871,0.43999,,6.49858,-0.0233805,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Luigi Hernandez","sa3016022",699011
"Dilan Figueredo","LAD",0.0411,0.0569,0,6.51591,1,0,0,0,,1,4.798,1.163,0.767,0.72399,0.184667,0.7106,0.0291,0.0512,0.5437,4.8933,6.3954,0.765128,1.662,0.113318,0.148103,-0.03478533774614334,0.288142,1.8736,0.295763,0.685173,0.415707,,6.7338,-0.0233901,-0.0461472,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Dilan Figueredo","sa3019555",700310
"Jose Ulloa",,0.0387,0.0593,0,6.39063,1,0,0,0,,1,4.794,1.1471,0.7518,0.71007,0.171556,0.7076,0.0291,0.0519,0.5711,5.1399,6.3684,0.807094,1.544,0.119128,0.147601,-0.028473086655139923,0.284323,1.8547,0.296352,0.683112,0.392006,,6.50166,-0.0234141,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jose Ulloa","sa3010836",689982
"Adam Stone","CHC",0.0398,0.0582,0,6.15159,1,0,0,0,,1,4.798,1.103,0.7276,0.68351,0.152778,0.7845,0.0291,0.0481,0.6114,5.5026,7.0605,0.77935,1.375,0.127428,0.163506,-0.036077529191970825,0.278156,1.8875,0.296831,0.693052,0.430429,,6.39625,-0.0234145,-0.0476382,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Adam Stone","sa3020944",688636
"Steve Hajjar",,0.0385,0.0658,0.0097,6.19137,0.7831,0.0461,0,0,,1,4.814,1.0702,0.7277,0.68793,0.168889,0.7995,0.0227,0.045,0.6806,6.1254,7.1955,0.851282,1.52,0.141379,0.166078,-0.024698808789253235,0.269606,1.8697,0.288881,0.699217,0.352007,,6.50299,-0.0234189,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Steve Hajjar","sa3018177",680727
"Henry Valencio",,0.0387,0.0592,0,6.35778,1,0,0,0,,1,4.824,1.1327,0.7496,0.70642,0.161556,0.7702,0.0293,0.0443,0.588,5.292,6.9318,0.763438,1.454,0.121891,0.15966,-0.037769488990306854,0.282504,1.9029,0.297902,0.68783,0.410997,,6.50286,-0.0234272,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Henry Valencio","sa3005257",672950
"Ryan Chasse",,0.0393,0.0587,0,6.20199,1,0,0,0,,1,4.864,1.1096,0.7327,0.68911,0.149111,0.8306,0.0295,0.0508,0.6059,5.4531,7.4754,0.729473,1.342,0.124568,0.170765,-0.04619655758142471,0.278612,1.9402,0.297587,0.697395,0.412006,,6.50598,-0.0234613,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ryan Chasse","sa3020266",805989
"David Landeta","HOU",0.0375,0.0717,0.0167,6.43707,0.6149,0.0819,0,0,,1,4.759,1.1421,0.7574,0.71523,0.180889,0.6914,0.0175,0.0471,0.5914,5.3226,6.2226,0.855366,1.628,0.12427,0.145283,-0.021012812852859497,0.284069,1.8335,0.29592,0.680966,0.40118,,6.51939,-0.0234731,-0.0484269,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"David Landeta","sa3019523",805399
"José Fernández",,0.0389,0.0591,0,6.31773,1,0,0,0,,1,4.829,1.1174,0.7452,0.70197,0.159444,0.7888,0.0293,0.047,0.6026,5.4234,7.0992,0.763945,1.435,0.124788,0.163346,-0.0385587215423584,0.279826,1.9062,0.296475,0.689849,0.41201,,6.51011,-0.0235065,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jose Fernandez","sa3018346",801261
"Chandler Arnold",,0.0382,0.0634,0.0055,6.38973,0.8804,0.0254,0,0,,1,4.828,1.1252,0.7527,0.70997,0.163667,0.7774,0.0257,0.0465,0.6118,5.5062,6.9966,0.786982,1.473,0.126719,0.161019,-0.03429991006851196,0.281012,1.9026,0.297814,0.687137,0.403995,,6.5109,-0.0235151,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Chandler Arnold","sa3020446",688837
"Joel Ibarra","LAD",0.0414,0.0566,0,6.44274,1,0,0,0,,1,4.833,1.0695,0.7564,0.71586,0.184778,0.8156,0.0293,0.0625,0.712,6.408,7.3404,0.872977,1.663,0.147321,0.168756,-0.021435946226119995,0.270424,1.8851,0.289302,0.693982,0.375196,,6.74755,-0.0235264,-0.0461378,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Joel Ibarra","sa3009326",684169
"Moises Palma","TBR",0.0378,0.0601,0,6.49584,1,0,0,0,,1,4.805,1.162,0.7648,0.72176,0.180444,0.7141,0.0292,0.0506,0.5714,5.1426,6.4269,0.800168,1.624,0.118918,0.148616,-0.029698237776756287,0.287602,1.8761,0.298485,0.684518,0.413571,,6.63221,-0.0235678,-0.0475385,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Moises Palma","sa3019162",800457
"Ben Petschke","HOU",0.0392,0.0587,0,6.39387,1,0,0,0,,1,4.815,1.1527,0.7556,0.71043,0.160444,0.7581,0.0292,0.0457,0.5512,4.9608,6.8229,0.727081,1.444,0.114476,0.157445,-0.04296988248825073,0.28737,1.9108,0.300724,0.6851,0.443287,,6.52991,-0.0235785,-0.0484173,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ben Petschke","sa3023452",814386
"Danny Carrion",,0.0378,0.0601,0,6.44688,1,0,0,0,,1,4.852,1.1372,0.7586,0.71632,0.157111,0.787,0.0294,0.0479,0.5989,5.3901,7.083,0.760991,1.414,0.123434,0.162201,-0.03876751661300659,0.28309,1.9242,0.30054,0.683939,0.394586,,6.48448,-0.0235819,-0.0442778,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Danny Carrion","sa3023214",815051
"Eris Rodríguez",,0.0388,0.0591,0,6.33231,1,0,0,0,,1,4.826,1.1372,0.7476,0.70359,0.158444,0.7675,0.0293,0.0487,0.5631,5.0679,6.9075,0.733681,1.426,0.11668,0.159034,-0.04235391318798065,0.283605,1.9047,0.297652,0.687572,0.423001,,6.51731,-0.0235851,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Eris Rodriguez","sa3017859",694038
"Starlyn Pichardo",,0.0389,0.059,0,6.31701,1,0,0,0,,1,4.854,1.0779,0.7441,0.70189,0.158889,0.8512,0.0295,0.0455,0.6854,6.1686,7.6608,0.805216,1.43,0.141203,0.175361,-0.03415738046169281,0.272383,1.9291,0.295216,0.69434,0.394004,,6.51999,-0.0236144,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Starlyn Pichardo","sa3016774",702786
"Raudy Rivera","CLE",0.038,0.0599,0,6.23853,1,0,0,0,,1,4.84,1.0549,0.7347,0.69317,0.160222,0.8429,0.0294,0.0563,0.7441,6.6969,7.5861,0.882786,1.442,0.15374,0.174153,-0.020413219928741455,0.267687,1.8978,0.294643,0.695015,0.387948,,6.42742,-0.0236357,-0.0495909,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Raudy Rivera","sa3021813",811623
"Yoendris Gonzalez","CHC",0.0396,0.0583,0,6.21126,1,0,0,0,,1,4.771,1.1094,0.7322,0.69014,0.165667,0.7279,0.029,0.0566,0.6082,5.4738,6.5511,0.835554,1.491,0.127479,0.152568,-0.0250890851020813,0.278289,1.8373,0.293757,0.688379,0.400716,,6.4259,-0.0237543,-0.0476476,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Yoendris Gonzalez","sa3020334",803248
"Jhonny Jimenez","LAD",0.0407,0.0605,0.0044,6.53454,0.8862,0.0242,0,0,,1,4.775,1.1422,0.7669,0.72606,0.197556,0.7024,0.0256,0.0436,0.5866,5.2794,6.3216,0.835137,1.778,0.122848,0.147099,-0.024251312017440796,0.283495,1.8446,0.291122,0.687299,0.382505,,6.76816,-0.0237554,-0.0461472,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jhonny Jimenez","sa3016506",699075
"Manny Ramirez",,0.0388,0.0592,0,6.34167,1,0,0,0,,1,4.883,1.0982,0.749,0.70463,0.149111,0.8615,0.0296,0.0573,0.648,5.832,7.7535,0.752176,1.342,0.132705,0.176428,-0.04372313618659973,0.277029,1.9597,0.299672,0.691455,0.427001,,6.53398,-0.0237671,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Manny Ramirez","sa3004833",677669
"Josh Simpson","MIA",0.654,0.7179,0,4.17558,14,0,0,0.6382,,14,61.216,13.1649,7.0302,6.49535,1.61467,7.059,0.3932,0.632,12.9609,8.33201,4.53793,1.83608,1.038,0.211724,0.115313,0.0964110791683197,0.245958,1.44456,0.296544,0.734478,0.440188,,4.43098,-0.0237828,0.0484917,999,,,,,,,51.20000000000003,3.6571428571428592,50,3.5714285714285716,8.28,6.29,5.16,4.36,3.72,3.18,2.68,2.2,1.67,5.33,5.02,4.81,4.63,4.48,4.33,4.17,3.99,3.76,"Josh Simpson","25957",681006
"Denis Reguillo",,0.0387,0.0592,0,6.34788,1,0,0,0,,1,4.838,1.1386,0.7498,0.70532,0.155778,0.7799,0.0294,0.0512,0.5585,5.0265,7.0191,0.716117,1.402,0.11544,0.161203,-0.045762717723846436,0.28416,1.9185,0.298492,0.687304,0.42999,,6.53655,-0.0237951,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Denis Reguillo","sa3019535",800228
"Connor Butler",,0.0392,0.0588,0,6.23655,1,0,0,0,,1,4.871,1.0955,0.7357,0.69295,0.152556,0.849,0.0296,0.049,0.6361,5.7249,7.641,0.749234,1.373,0.130589,0.174297,-0.043707653880119324,0.275736,1.9445,0.296119,0.698356,0.396997,,6.54016,-0.0238345,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Connor Butler","sa3021727",701563
"Gage Boehm","LAA",0.0365,0.0614,0,6.50493,1,0,0,0,,1,4.895,1.1128,0.7675,0.72277,0.157778,0.8835,0.0297,0.0451,0.6365,5.7285,7.9515,0.72043,1.42,0.130031,0.18049,-0.05045965313911438,0.280557,1.9963,0.301067,0.692121,0.430623,,6.69905,-0.0238485,-0.0465329,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Gage Boehm","sa3025305",814515
"Mario Zabala","SDP",0.0394,0.0586,0,6.20595,1,0,0,0,,1,4.819,1.1035,0.7329,0.68955,0.159111,0.797,0.0292,0.0468,0.6246,5.6214,7.173,0.783689,1.432,0.129612,0.165387,-0.035775065422058105,0.277596,1.9005,0.295909,0.695934,0.416721,,6.48578,-0.0238624,-0.0496442,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Mario Zabala","sa3023061",683336
