Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Garrett Whitlock","BOS",2.98795,1.86593,0,3.37235,57.869,0.233,4,14.136,,65.3047,267.335,54.9256,26.34,24.47,6.63413,17.4396,1.28184,2.77091,73.1444,10.0804,2.40345,4.19415,0.914286,0.273606,0.0652351,0.20837067067623138,0.222259,1.10812,0.288572,0.729662,,,3.14412,1.04716,0.820714,697.27001953125,,,,,,,413.9,6.367692307692307,396,6.092307692307692,,,,,,,,,,,,,,,,,,,"Garrett Whitlock","20191",676477
"Brad Lord","WSN",5.37546,10.8037,4.18177,4.99529,32.007,22.674,1,0.656,,131.578,574.385,138.093,78.16,73.03,20.2904,46.5614,1.23793,5.39096,105.465,7.21389,3.18482,2.26508,1.38787,0.183615,0.0810631,0.10255156457424164,0.264327,1.40338,0.296974,0.681574,,,4.72128,1.04227,0.333517,999,,,,,,,435.00000000000017,3.2954545454545467,463,3.507575757575758,,,,,,,,,,,,,,,,,,,"Brad Lord","31972",695418
"Bryce Elder","ATL",4.58251,5.83587,2.44109,4.57182,22.443,14.965,0,0.6465,,91.1847,392.346,92.4297,49.44,46.32,11.298,31.0996,1.09496,3.34387,74.4451,7.34779,3.06955,2.39377,1.11512,0.189743,0.0792656,0.11047772318124771,0.258254,1.35472,0.298103,0.687846,,,4.24622,1.04199,0.687757,999,,,,,,,348.8999999999999,3.8340659340659333,362,3.978021978021978,,,,,,,,,,,,,,,,,,,"Bryce Elder","27779",693821
"Adrian Morejon","SDP",2.74421,2.04093,0,3.37057,65.171,0,3,13.6577,,68.0093,279.876,60.7054,27.36,25.47,5.71849,17.6055,1.56006,2.71366,66.3937,8.7862,2.32983,3.77118,0.756756,0.237225,0.0629047,0.17432040721178055,0.23388,1.15147,0.293349,0.724712,,,3.17205,1.03078,0.87898,713.6400146484375,,,,,,,410.80000000000007,6.041176470588236,402,5.911764705882353,,,,,,,,,,,,,,,,,,,"Adrian Morejon","20039",670970
"Edwin Díaz","LAD",3.5756,1.4064,0,3.57957,63.668,0,37,2.9452,,66.779,275.821,50.5033,28.5,26.56,7.92837,23.3871,0.894706,5.56343,91.5225,12.3348,3.15195,3.91337,1.06853,0.331818,0.0847909,0.24702752381563187,0.204574,1.10649,0.288801,0.722884,,,3.2381,1.02252,0.720933,33.36000061035156,,,,,,,558.8,8.340298507462686,525,7.835820895522388,,,,,,,,,,,,,,,,,,,"Edwin Diaz","14710",621242
"J.T. Ginn","ATH",3.0678,4.10447,0.428897,3.92768,25.553,9.287,0,0.6332,,66.2682,280.826,61.9761,31.07,28.92,7.23895,22.266,1.30356,3.71667,65.7566,8.93052,3.02398,2.95323,0.983134,0.234155,0.0792876,0.15486721694469452,0.243193,1.27123,0.301006,0.717499,,,3.74691,1.02166,0.837035,999,,,,,,,299.1000000000001,4.531818181818183,297,4.5,,,,,,,,,,,,,,,,,,,"J.T. Ginn","27889",669372
"Brandon Sproat","MIL",3.57425,4.47591,0.567658,3.93829,22.816,11.217,0,0.6236,,70.6372,299.255,62.4155,33.11,30.91,7.5616,26.6229,0.939563,4.19245,62.0694,7.90837,3.39207,2.33143,0.963436,0.207413,0.088964,0.11844947934150696,0.232513,1.2605,0.275914,0.712898,,,4.07809,1.01934,1.00452,999,,,,,,,300.8,4.23661971830986,286,4.028169014084507,,,,,,,,,,,,,,,,,,,"Brandon Sproat","33850",687075
"Connelly Early","BOS",2.74388,3.00586,0.329913,3.46884,23.282,6.968,0,0.6709,,53.7586,224.693,45.1669,22.22,20.72,4.89398,19.6536,0.936473,2.80222,57.2419,9.58316,3.29032,2.91254,0.819327,0.254757,0.087469,0.16728764027357101,0.223337,1.20577,0.287457,0.734886,,,3.44217,1.01646,1.01554,253.36000061035156,,,,,,,270.1,5.001851851851852,254,4.703703703703703,,,,,,,,,,,,,,,,,,,"Connelly Early","33666",813349
"Kyle Harrison","MIL",3.19027,4.06414,0.555629,4.17202,24.872,9.494,0,0.6236,,66.9173,284.97,60.887,33.31,31.02,8.98258,23.5738,1.11996,3.48405,72.3063,9.72479,3.17054,3.06723,1.20811,0.253733,0.0827237,0.17100900411605835,0.236076,1.26217,0.29387,0.711562,,,3.93216,1.005,0.69986,999,,,,,,,293.5,4.380597014925373,285,4.253731343283582,,,,,,,,,,,,,,,,,,,"Kyle Harrison","27758",690986
"Luis Severino","ATH",8.89732,11.4119,14.266,5.17004,28.72,28.72,0,0,,171.869,751.201,177.681,105.41,98.73,30.0029,57.9233,0.593476,14.0819,132.957,6.96234,3.03318,2.29539,1.57111,0.176992,0.0771075,0.09988461434841156,0.261605,1.37084,0.286067,0.67249,,,5.1142,1.00178,0.26239,695.4099731445312,,,,,,,490.99999999999994,2.8546511627906974,520,3.0232558139534884,,,,,,,,,,,,,,,,,,,"Luis Severino","15890",622663
"Patrick Sandoval","BOS",3.59302,4.32649,0.472692,3.9624,29.784,9.791,0,0.6709,,72.6605,313.554,66.8439,34.5,31.99,6.79079,32.5509,1.61532,2.96016,66.0974,8.18707,4.03187,2.03059,0.841133,0.210801,0.103813,0.10698805004358292,0.240409,1.36793,0.292721,0.721954,,,3.99693,0.99368,0.94717,999,,,,,,,307.90000000000003,4.217808219178083,302,4.136986301369863,,,,,,,,,,,,,,,,,,,"Patrick Sandoval","19447",663776
"Lance McCullers Jr.","HOU",4.811,6.85265,2.442,4.59783,23.874,16.583,0,0.6545,,90.9625,397.452,84.8109,49.62,46.47,11.2865,41.6625,0.786732,6.20873,85.7542,8.48469,4.12217,2.05831,1.11671,0.21576,0.104824,0.11093608289957047,0.242608,1.39039,0.29114,0.694423,,,4.4415,0.990646,0.596031,999,,,,,,,349.0999999999999,3.836263736263735,344,3.78021978021978,,,,,,,,,,,,,,,,,,,"Lance McCullers Jr.","14120",621121
"Josh Hader","HOU",2.66627,1.47788,0,3.12981,53.77,0,30,1.9938,,57.0227,229.39,37.4759,21.2,19.83,7.54142,19.68,0.977533,3.64172,82.7316,13.0577,3.10612,4.20385,1.19028,0.360659,0.0857925,0.274866484105587,0.181862,1.00234,0.258512,0.77162,,,3.17968,0.986591,0.907115,75,,,,,,,479.2,8.407017543859649,433,7.5964912280701755,,,,,,,,,,,,,,,,,,,"Josh Hader","14212",623352
"Tyler Anderson",,7.4123,9.19171,8.24144,4.79975,21.323,20.766,0,0,,115.356,496.975,109.794,65.82,61.52,19.2682,43.2915,0.682656,4.30821,90.2748,7.04318,3.37757,2.08528,1.50329,0.181648,0.0871099,0.09453854709863663,0.244325,1.32707,0.266383,0.691979,,,4.9793,0.983808,0.570198,999,,,,,,,370.29999999999995,3.2199999999999998,367,3.1913043478260867,,,,,,,,,,,,,,,,,,,"Tyler Anderson","12880",542881
"Janson Junk","MIA",3.2368,5.13856,0.590783,4.4241,35.416,10.135,0,0.6382,,85.7259,364.149,87.0253,45.22,42.14,11.58,22.5619,1.54292,2.37786,63.1301,6.62776,2.36868,2.79809,1.21573,0.173363,0.0619578,0.11140553653240204,0.256554,1.27834,0.285238,0.689339,,,4.29113,0.978714,0.567556,999,,,,,,,317.59999999999997,3.6930232558139533,329,3.8255813953488373,,,,,,,,,,,,,,,,,,,"Janson Junk","23301",676083
"Nick Martinez","TBR",5.91662,9.93933,3.45672,5.11751,36.291,21.627,0,0.6612,,138.495,600.761,150.667,84.21,78.75,22.256,38.4875,1.3005,7.2756,96.8671,6.29484,2.50108,2.51685,1.44629,0.161241,0.0640645,0.09717614948749542,0.271473,1.36578,0.294605,0.664222,,,4.81666,0.977314,0.0534013,730.77001953125,,,,,,,421,3.050724637681159,467,3.3840579710144927,,,,,,,,,,,,,,,,,,,"Nick Martinez","12730",607259
"Dylan Lee","ATL",2.79994,1.52338,0,3.43043,63.315,0,2,15.9338,,65.8781,266.257,54.319,26.94,25.11,8.49232,16.32,1.37024,0.885889,75.5224,10.3176,2.22957,4.62759,1.16019,0.283645,0.0612943,0.2223508097231388,0.218104,1.07227,0.277677,0.743816,,,3.3017,0.97057,0.770584,999,,,,,,,424.60000000000014,6.433333333333335,401,6.075757575757576,,,,,,,,,,,,,,,,,,,"Dylan Lee","19996",669276
"Miles Mikolas","WSN",8.28266,11.226,9.20126,5.05599,25.054,24.782,0,0,,131.529,566.853,141.788,79.06,73.89,22.5298,33.9115,0.45223,4.91349,87.0737,5.95811,2.32043,2.56767,1.54162,0.153609,0.0598242,0.09378477185964584,0.268524,1.33583,0.285018,0.670374,,,4.92345,0.970111,0.343224,999,,,,,,,381.7000000000002,2.8916666666666684,418,3.1666666666666665,,,,,,,,,,,,,,,,,,,"Miles Mikolas","9803",571945
"Bryan Abreu","HOU",3.07425,1.891,0,3.47958,65.214,0,9,13.3966,,68.1807,284.818,52.1773,28.15,26.36,7.1113,29.0449,0.852387,3.08275,89.02,11.7508,3.83399,3.0649,0.938707,0.31255,0.101977,0.2105729803442955,0.206487,1.19128,0.287853,0.744702,,,3.29339,0.968393,0.77505,256.2300109863281,,,,,,,460.90000000000003,6.777941176470589,428,6.294117647058823,,,,,,,,,,,,,,,,,,,"Bryan Abreu","16609",650556
"Andrés Muñoz","SEA",2.68775,1.81064,0,3.09013,60.932,0,34,3.3582,,63.1721,258.858,46.2133,23.21,21.69,5.5783,23.8863,1.78944,4.00523,78.5361,11.1889,3.40303,3.28792,0.794729,0.303394,0.0922754,0.21111880987882614,0.200086,1.10966,0.276706,0.752763,,,3.12121,0.967407,1.0244,40.27000045776367,,,,,,,528.8000000000001,8.393650793650794,493,7.825396825396825,,,,,,,,,,,,,,,,,,,"Andres Munoz","20373",662253
"Aroldis Chapman","BOS",3.10034,1.74427,0,3.12052,58.527,0,30,1.9198,,58.9228,242.808,40.146,21.92,20.43,5.65934,26.7935,1.04848,2.81535,81.0321,12.377,4.0925,3.02432,0.864421,0.33373,0.110349,0.22338077425956726,0.188303,1.13605,0.272605,0.76283,,,3.1408,0.961524,0.911002,60.63999938964844,,,,,,,488.79999999999995,8.284745762711864,447,7.576271186440678,,,,,,,,,,,,,,,,,,,"Aroldis Chapman","10233",547973
"Seth Lugo","KCR",8.27656,10.1626,12.7874,5.01018,26.078,26.078,0,0,,155.653,676.582,158.902,92.51,86.65,26.0029,54.7796,0.565572,7.00856,121.224,7.00927,3.16741,2.21294,1.50351,0.179171,0.0809652,0.09820567816495895,0.258463,1.37281,0.284235,0.683513,,,4.94014,0.954363,0.447361,441.5899963378906,,,,,,,477.20000000000016,3.05897435897436,498,3.1923076923076925,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Matt Brash","SEA",2.62047,1.84618,0,3.10045,59.746,0.07,4,12.3194,,60.8719,253.331,45.9115,22.38,20.97,4.3366,27.0146,1.3772,2.83242,72.1208,10.6632,3.99414,2.6697,0.641173,0.28469,0.106637,0.17805249989032745,0.205435,1.19803,0.282771,0.756057,,,3.16265,0.938816,1.01995,731.6400146484375,,,,,,,404.6,6.632786885245902,375,6.147540983606557,,,,,,,,,,,,,,,,,,,"Matt Brash","25756",666374
"Gabe Speier","SEA",2.61753,1.84104,0,3.2398,59.931,0,1,11.7227,,57.6702,233.68,45.5149,22.24,20.76,6.22287,14.6093,1.53266,3.7582,68.0872,10.6257,2.27992,4.66055,0.97114,0.291369,0.0625182,0.22885078936815262,0.21139,1.04255,0.278662,0.736872,,,3.13211,0.935482,0.856433,999,,,,,,,367.80000000000007,6.341379310344829,344,5.931034482758621,,,,,,,,,,,,,,,,,,,"Gabe Speier","17170",642100
"David Bednar","NYY",3.66029,1.71435,0,3.38949,62.962,0,31,1.5567,,64.6292,263.331,49.8664,25.97,24.34,7.5219,21.0377,1.61124,1.84327,76.7153,10.6831,2.92962,3.64657,1.04747,0.291326,0.0798906,0.21143586188554764,0.207388,1.09709,0.271069,0.744269,,,3.33624,0.932743,0.820236,58.04999923706055,,,,,,,500.6,7.701538461538462,469,7.2153846153846155,,,,,,,,,,,,,,,,,,,"David Bednar","19569",670280
"Abner Uribe","MIL",3.46668,1.81026,0,3.09013,66.936,0,16,6.9081,,69.2884,289.678,51.8155,25.37,23.79,4.81752,32.6262,1.69377,3.74048,78.769,10.2315,4.23788,2.41428,0.625757,0.271919,0.112629,0.15929003059864044,0.204553,1.2187,0.276908,0.760282,,,3.33993,0.932162,1.14186,148.9499969482422,,,,,,,468.90000000000003,6.7956521739130435,435,6.304347826086956,,,,,,,,,,,,,,,,,,,"Abner Uribe","25327",682842
"Jhoan Duran","PHI",2.67303,1.5236,0,3.37034,66.391,0,33,3.0754,,68.2809,280.143,58.3864,27.51,25.57,6.87003,19.6887,1.92333,2.72503,75.2406,9.91734,2.59513,3.82152,0.905528,0.268579,0.0702806,0.19829804450273514,0.226541,1.14344,0.293341,0.738639,,,3.22404,0.929472,0.774981,39.59000015258789,,,,,,,524.3,7.7102941176470585,507,7.455882352941177,,,,,,,,,,,,,,,,,,,"Jhoan Duran","21029",661395
"Johan Oviedo","BOS",4.92545,6.56367,0.851912,4.44131,37.88,14.792,0,0.6709,,102.355,443.22,90.2682,54.1,50.51,13.9317,47.5963,1.62174,5.87164,98.2425,8.63839,4.1851,2.06408,1.225,0.221656,0.107387,0.11426879465579987,0.231604,1.34692,0.275009,0.707708,,,4.55207,0.922105,0.710246,529.8599853515625,,,,,,,386.60000000000014,3.7901960784313737,366,3.588235294117647,,,,,,,,,,,,,,,,,,,"Johan Oviedo","22487",670912
"Drew Anderson","DET",2.02358,2.63166,0,3.75081,43.393,3.572,0,6.3385,,68.6011,293.502,51.5082,30.67,28.59,8.17878,36.0315,1.82158,4.2335,92.6628,12.1567,4.72709,2.57171,1.073,0.315715,0.122764,0.19295036792755127,0.203399,1.27607,0.284323,0.747406,,,3.74436,0.920679,0.753327,733,,,,,,,367.00000000000006,5.3188405797101455,331,4.797101449275362,,,,,,,,,,,,,,,,,,,"Drew Anderson","15130",623454
"Spencer Arrighetti","HOU",4.7671,6.7663,2.3654,4.67822,26.846,15.887,0,0.6545,,96.4791,418.734,85.9292,53.51,50.15,14.1705,43.7485,1.07209,6.31746,95.41,8.90027,4.08105,2.18088,1.32189,0.227854,0.104478,0.12337557971477509,0.23308,1.3441,0.276967,0.693449,,,4.62349,0.902352,0.460922,584.1400146484375,,,,,,,358.6,3.735416666666667,342,3.5625,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"Ian Seymour","TBR",3.78239,5.83417,0.79486,4.49495,30.97,12.674,0,0.6612,,90.4414,385.134,84.0616,48.45,45.17,15.1169,28.3782,1.55827,5.65714,87.1869,8.67614,2.82397,3.07232,1.50432,0.226381,0.073684,0.15269684791564941,0.239425,1.24323,0.277115,0.701058,,,4.50898,0.899017,0.60721,299.2300109863281,,,,,,,339.1,3.767777777777778,331,3.6777777777777776,,,,,,,,,,,,,,,,,,,"Ian Seymour","27932",693855
"Mason Montgomery","PIT",2.63463,1.6653,0,3.55058,58.428,0,2,12.2038,,60.9618,256.48,49.9058,25.76,24.05,5.65653,24.2573,1.48587,2.88698,72.1588,10.653,3.58119,2.97472,0.835093,0.281343,0.0945779,0.18676505237817764,0.21761,1.21655,0.292035,0.73068,,,3.30984,0.892585,0.603794,999,,,,,,,368.6000000000001,6.042622950819673,348,5.704918032786885,,,,,,,,,,,,,,,,,,,"Mason Montgomery","29770",682254
"JP Sears","SDP",7.25652,10.1069,7.41838,5.10947,27.206,23.563,0,0.6673,,130.311,561.542,133.088,79.49,73.98,25.6669,37.4503,0.757637,7.0744,104.605,7.2246,2.58653,2.79317,1.7727,0.186282,0.066692,0.11958979815244675,0.257415,1.3087,0.277756,0.676413,,,5.11528,0.892447,0.188405,999,,,,,,,378.40000000000003,2.910769230769231,394,3.0307692307692307,,,,,,,,,,,,,,,,,,,"JP Sears","23429",676664
"Joe Boyle","TBR",3.63065,5.39437,1.80756,4.52051,20.136,12.492,0,0.6612,,72.848,318.537,63.7374,39.16,36.59,9.13808,39.0638,0.875774,2.95728,80.1587,9.9032,4.82613,2.052,1.12896,0.251647,0.122635,0.12901155650615692,0.230502,1.41117,0.291634,0.707062,,,4.29565,0.8896,0.558665,689.5900268554688,,,,,,,301.1,4.124657534246576,286,3.9178082191780823,,,,,,,,,,,,,,,,,,,"Joe Boyle","29608",671212
"Ryan Weiss","HOU",3.18,4.20872,0.548244,4.31667,30.67,8.975,0,0,,73.8694,316.76,66.3916,37.9,35.43,10.3312,29.3124,1.21536,3.80201,81.7826,9.96412,3.57132,2.79004,1.25872,0.258185,0.0925382,0.16564685106277466,0.234065,1.29558,0.292695,0.711518,,,4.08388,0.886709,0.565338,999,,,,,,,318,4.297297297297297,305,4.121621621621622,,,,,,,,,,,,,,,,,,,"Ryan Weiss","sa3007778",680802
"Matt Svanson","STL",2.62584,1.87575,0,3.5299,58.63,0,5,14.6144,,66.6223,279.687,57.8555,27.91,26.13,5.41231,23.3385,1.8187,3.58715,66.4009,8.97009,3.1528,2.84512,0.731148,0.237411,0.0834451,0.1539662927389145,0.228894,1.21872,0.289824,0.723803,,,3.41035,0.875564,0.721266,697.1799926757812,,,,,,,419.49999999999994,6.261194029850746,406,6.059701492537314,,,,,,,,,,,,,,,,,,,"Matt Svanson","29629",694335
"Randy Vásquez","SDP",7.30487,10.1492,9.89043,5.17007,26.097,26.097,0,0,,138.149,606.107,148.955,84.86,79.36,21.5213,46.9969,0.608028,7.10229,87.5731,5.70513,3.06171,1.86338,1.40205,0.144485,0.0775391,0.06694559752941132,0.269843,1.41841,0.287717,0.669947,,,5.06732,0.86526,0.132483,999,,,,,,,377.20000000000005,2.733333333333334,418,3.028985507246377,,,,,,,,,,,,,,,,,,,"Randy Vasquez","24719",681190
"Jose A. Ferrer","SEA",2.68323,2.02072,0,3.48947,63.597,0,3,16.177,,66.7493,277.151,61.6816,27.79,25.88,5.46201,17.0789,1.67989,3.93653,61.9728,8.35598,2.3028,3.62862,0.736458,0.223606,0.061623,0.16198338940739632,0.240816,1.17995,0.297929,0.716747,,,3.28655,0.849665,0.720933,999,,,,,,,413.09999999999997,6.165671641791044,410,6.119402985074627,,,,,,,,,,,,,,,,,,,"Jose A. Ferrer","24017",678606
"Trevor McDonald","SFG",2.53135,3.5621,0.418104,4.03728,19.205,8.3,0,0.6723,,57.0012,243.401,55.3093,27.49,25.57,6.00695,19.2075,0.998511,3.19888,51.0938,8.06727,3.0327,2.66009,0.948446,0.209916,0.0789131,0.13100303709506989,0.250275,1.30729,0.300819,0.711374,,,3.89165,0.843782,0.732881,999,,,,,,,244.99999999999994,4.298245614035086,247,4.333333333333333,,,,,,,,,,,,,,,,,,,"Trevor McDonald","26448",686790
"Chris Paddack","MIA",5.03915,8.91176,3.95897,4.96669,26.368,19.408,0,0.6382,,110.79,477.215,117.054,65.52,61.14,19.3116,31.5536,1.01332,3.32199,79.6477,6.47017,2.56325,2.5242,1.56877,0.166901,0.0661203,0.10078077763319016,0.264626,1.34135,0.284649,0.683448,,,4.9077,0.840873,0.246321,999,,,,,,,342.50000000000006,3.0855855855855863,367,3.3063063063063063,,,,,,,,,,,,,,,,,,,"Chris Paddack","20099",663978
"Ryan Helsley","BAL",2.92469,1.86113,0,3.49028,61.779,0,29,3.9055,,64.7483,267.579,53.1066,26.82,25.11,7.0092,22.6256,1.41948,1.17658,70.4747,9.79597,3.14495,3.11483,0.974278,0.263379,0.0845565,0.17882227897644043,0.217849,1.16964,0.277205,0.742001,,,3.46837,0.837291,0.716448,84.05000305175781,,,,,,,486.09999999999997,7.478461538461538,463,7.123076923076923,,,,,,,,,,,,,,,,,,,"Ryan Helsley","18138",664854
"José Urquidy","PIT",3.94444,6.05616,2.09146,4.80926,24.222,13.621,0,0.6612,,84.0628,361.635,84.5477,47.83,44.92,12.5005,26.9685,0.855837,3.1899,62.8928,6.73348,2.88733,2.33208,1.33833,0.173912,0.0745739,0.09933846443891525,0.255064,1.32658,0.281343,0.677401,,,4.64824,0.830888,0.325599,999,,,,,,,280.70000000000005,3.3416666666666672,291,3.4642857142857144,,,,,,,,,,,,,,,,,,,"Jose Urquidy","18413",664353
"Aaron Civale","ATH",6.08589,8.48641,8.75368,5.16005,21.462,21.462,0,0,,117.278,511.317,121.685,71.97,67.24,21.0982,40.0664,0.393714,5.82989,99.1526,7.60904,3.07472,2.47471,1.61909,0.193916,0.0783592,0.11555682867765427,0.261451,1.37921,0.291411,0.679061,,,4.95697,0.82277,0.121266,999,,,,,,,350.30000000000024,2.9940170940170963,372,3.1794871794871793,,,,,,,,,,,,,,,,,,,"Aaron Civale","19479",650644
"Phil Maton","CHC",2.99816,1.84122,0,3.49033,64.282,0,5,14.0953,,65.4178,272.107,50.5912,27.08,25.37,6.75516,24.0785,1.35982,5.80067,77.2985,10.6345,3.31265,3.21028,0.929356,0.284074,0.0884891,0.1955851912498474,0.208858,1.14143,0.277139,0.729764,,,3.48454,0.807596,0.716321,696.1400146484375,,,,,,,407.29999999999995,6.266153846153846,379,5.8307692307692305,,,,,,,,,,,,,,,,,,,"Phil Maton","18064",664208
"Daniel Palencia","CHC",2.90072,1.85597,0,3.62006,62.772,0,28,4.4556,,65.9574,276.721,52.2418,28.3,26.53,6.87383,27.57,1.36877,3.24811,76.827,10.4832,3.76197,2.78662,0.937946,0.277634,0.0996311,0.17800258100032806,0.212449,1.21005,0.279701,0.733907,,,3.56208,0.804375,0.666858,127.18000030517578,,,,,,,484.1000000000001,7.334848484848486,456,6.909090909090909,,,,,,,,,,,,,,,,,,,"Daniel Palencia","27914",694037
"Alex Vesia","LAD",3.64484,1.4164,0,3.55997,62.232,0,2,17.8907,,62.6466,256.018,45.9119,26.52,24.78,9.03956,22.5543,1.56657,2.40151,76.3129,10.9633,3.24022,3.38352,1.29865,0.298077,0.0880967,0.20997998863458633,0.198699,1.0929,0.253054,0.751578,,,3.76974,0.788235,0.608218,999,,,,,,,394.9,6.268253968253968,357,5.666666666666667,,,,,,,,,,,,,,,,,,,"Alex Vesia","25007",681911
"Orion Kerkering","PHI",2.56468,1.54738,0,3.54177,63.124,0.081,2,12.6919,,64.2899,266.771,54.1491,27.15,25.3,6.43985,20.3001,1.31422,3.605,65.8069,9.21237,2.84182,3.24171,0.901521,0.246679,0.0760955,0.17058385163545609,0.222959,1.15802,0.279624,0.72286,,,3.50564,0.78135,0.662247,999,,,,,,,381.4,5.959375,364,5.6875,,,,,,,,,,,,,,,,,,,"Orion Kerkering","31776",689147
"Rhett Lowder","CIN",3.17001,5.2706,0.767446,4.64254,26.914,11.391,0,0.6505,,77.6601,333.846,78.2983,42.75,40.06,10.8149,24.9976,1.08141,3.41704,65.0174,7.53484,2.89696,2.60095,1.25334,0.194753,0.0748776,0.11987506598234177,0.256353,1.3301,0.293918,0.686812,,,4.36875,0.780448,0.378925,713.8599853515625,,,,,,,289.1,3.7064102564102566,297,3.8076923076923075,,,,,,,,,,,,,,,,,,,"Rhett Lowder","33876",695076
"A.J. Minter","NYM",2.65505,1.54247,0,3.60951,52.032,0,2,14.6499,,53.8577,222.3,44.6643,23.22,21.6,5.901,16.894,1.05213,2.33141,60.061,10.0366,2.8231,3.55518,0.986098,0.27018,0.0759962,0.1941836178302765,0.21994,1.14298,0.282711,0.719334,,,3.40004,0.779171,0.536172,999,,,,,,,341.8,6.32962962962963,325,6.018518518518518,,,,,,,,,,,,,,,,,,,"A.J. Minter","18655",621345
"Aaron Ashby","MIL",2.80565,1.66695,0,3.32376,54.947,0.573,1,12.6707,,66.828,282.986,54.3158,26.5,24.68,4.30221,30.1745,1.51654,5.07303,71.0614,9.57012,4.06372,2.35501,0.579396,0.251112,0.106629,0.1444835141301155,0.219246,1.26429,0.290144,0.739039,,,3.42766,0.774274,0.986811,999,,,,,,,400.19999999999993,5.973134328358208,377,5.626865671641791,,,,,,,,,,,,,,,,,,,"Aaron Ashby","23550",676879
"Jordan Montgomery","TEX",4.9779,6.02379,5.835,4.8259,14.586,14.421,0,0.6589,,79.8379,343.615,82.0794,45.69,42.81,11.4621,25.5538,0.383388,2.4339,57.9306,6.53042,2.88064,2.267,1.2921,0.168591,0.0743675,0.09422396123409271,0.260052,1.34815,0.286789,0.676337,,,4.60197,0.761142,0.376562,999,,,,,,,279.5,3.49375,293,3.6625,,,,,,,,,,,,,,,,,,,"Jordan Montgomery","16511",656756
"Tyler Wells","BAL",4.31037,5.24661,0.702809,4.38562,42.607,11.002,0,7.1398,,96.4721,402.978,86.6576,50.25,47.01,17.5578,27.8056,1.43338,3.50624,83.9971,7.8362,2.59402,3.02087,1.63799,0.208441,0.0690002,0.13944061845541,0.233159,1.18649,0.255819,0.714414,,,4.73345,0.752206,0.623999,999,,,,,,,362.8000000000001,3.779166666666668,346,3.6041666666666665,,,,,,,,,,,,,,,,,,,"Tyler Wells","20000",669330
"Andrew Kittredge","BAL",3.00122,1.89443,0,3.51963,63.75,0,7,12.8927,,66.0751,269.568,57.5765,27.67,25.84,7.54224,16.5061,1.2552,1.60384,65.7627,8.95745,2.24828,3.98414,1.02732,0.243956,0.0612317,0.18272404745221138,0.22897,1.12119,0.280849,0.730637,,,3.45074,0.750112,0.666806,731.5900268554688,,,,,,,401.2000000000001,6.07878787878788,388,5.878787878787879,,,,,,,,,,,,,,,,,,,"Andrew Kittredge","12828",552640
"Trevor Megill","MIL",3.112,1.87894,0,3.77952,62.106,0,22,8.9857,,64.9845,270.192,53.4666,29.29,27.29,8.48455,22.1769,1.68864,2.13885,74.1962,10.2758,3.07138,3.34566,1.17506,0.274606,0.0820783,0.19252758473157883,0.217454,1.16402,0.275633,0.726941,,,3.67148,0.746336,0.509467,134.82000732421875,,,,,,,466.8,7.181538461538461,443,6.815384615384615,,,,,,,,,,,,,,,,,,,"Trevor Megill","17722",656730
"Anthony Kay","CHW",6.45884,9.94401,8.59012,5.17134,22.931,21.82,0,0,,121.773,538.665,123.825,74.82,69.97,18.8262,53.473,0.595991,6.35371,96.3487,7.12094,3.95208,1.80182,1.39141,0.178866,0.0992693,0.07959624379873276,0.258595,1.45597,0.288726,0.678927,,,5.0364,0.740293,0.11964,732.72998046875,,,,,,,361.70000000000016,2.964754098360657,378,3.098360655737705,,,,,,,,,,,,,,,,,,,"Anthony Kay","20387",641743
"Jon Gray",,4.37321,5.44385,4.53084,4.69148,13.089,12.341,0,0,,68.2557,292.471,67.5971,38,35.58,10.6718,22.1194,0.317101,2.74415,58.1978,7.6738,2.91661,2.63107,1.40715,0.198987,0.0756295,0.1233571395277977,0.252598,1.31442,0.286434,0.69162,,,4.55522,0.738428,0.425113,999,,,,,,,232.10000000000002,3.4132352941176474,238,3.5,,,,,,,,,,,,,,,,,,,"Jon Gray","14916",592351
"Kyle Freeland","COL",7.06273,12.4923,13.2429,5.88021,28.251,28.251,0,0,,161.688,716.651,198.587,113.76,105.64,32.0396,40.0344,0.648113,5.30524,117.874,6.56122,2.22842,2.94433,1.78341,0.16448,0.0558631,0.10861646011471748,0.29582,1.47582,0.319426,0.644394,,,5.09437,0.737479,-1.10781,999,,,,,,,388.79999999999995,2.4,495,3.0555555555555554,,,,,,,,,,,,,,,,,,,"Kyle Freeland","16256",607536
