Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",15.1432,7.34375,15.1217,2.59012,29.563,29.563,0,0,,189.895,744.914,142.74,58.59,54.65,15.7376,37.0176,0.495495,7.31984,234.867,11.1314,1.75443,6.34474,0.745877,0.315294,0.0496938,0.2656001150608063,0.203747,0.946616,0.282245,0.768221,,,2.43932,6.88317,6.40181,6.5,,,,,,,1175.4,6.186315789473685,1080,5.684210526315789,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",13.2352,8.71017,14.4144,3.09995,29.841,29.841,0,0,,184.619,745.607,150.04,67.91,63.59,17.0982,47.4323,0.460957,5.08861,220.066,10.728,2.31228,4.63958,0.833523,0.29515,0.0636157,0.23153457045555115,0.216481,1.06962,0.29159,0.746607,,,2.80856,5.81914,4.95502,10.229999542236328,,,,,,,1053.9,5.696756756756757,988,5.34054054054054,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",14.3515,7.68915,15.2133,3.06984,29.219,29.219,0,0,,187.339,759.053,164.811,69.03,63.9,13.9835,44.1882,0.474127,6.00005,190.769,9.16476,2.12286,4.31718,0.671785,0.251324,0.0582149,0.19310937076807022,0.2325,1.11562,0.299195,0.738927,,,2.87258,5.18717,4.98604,27.68000030517578,,,,,,,1014.5999999999999,5.42566844919786,985,5.267379679144385,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Logan Webb","SFG",13.5616,9.05954,16.1531,3.36016,30.043,30.043,0,0,,194.428,798.07,178.934,78.03,72.59,16.4593,47.5437,0.850019,5.8418,192.992,8.93355,2.20078,4.05927,0.761897,0.241824,0.0595733,0.18225057795643806,0.240281,1.16484,0.303558,0.729707,,,3.07415,5.00526,4.4338,63.77000045776367,,,,,,,997.4000000000002,5.141237113402063,986,5.082474226804123,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Garrett Crochet","BOS",12.7734,8.19012,13.9531,3.25995,28.502,28.502,0,0,,176.8,713.282,146.694,68.88,64.04,20.1634,40.5602,0.511834,5.98464,209.856,10.6827,2.06472,5.17393,1.02642,0.294212,0.0568642,0.23734759911894798,0.220018,1.05913,0.289731,0.744373,,,3.03359,4.98769,4.28494,11.270000457763672,,,,,,,960.5999999999999,5.4271186440677965,904,5.107344632768362,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Chris Sale","ATL",10.8041,7.40656,12.0991,3.57979,25.052,25.052,0,0,,153.336,632.705,127.7,65.36,60.99,16.5721,41.0216,0.405486,11.7494,199.538,11.7118,2.40775,4.86421,0.972694,0.315372,0.0648353,0.2505370229482651,0.220198,1.10034,0.305445,0.710289,,,2.96998,4.38904,3.10414,38.36000061035156,,,,,,,831.3000000000002,5.4333333333333345,785,5.130718954248366,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Bryan Woo","SEA",13.1023,8.48003,14.566,3.38992,29.306,29.306,0,0,,182.553,731.992,150.551,73.36,68.76,24.2356,36.6812,0.492436,7.37077,188.036,9.27033,1.80841,5.12623,1.19483,0.256883,0.0501115,0.2067715786397457,0.218844,1.02563,0.265554,0.742795,,,3.52486,4.34386,4.24524,39.13999938964844,,,,,,,910.4,4.974863387978142,847,4.628415300546448,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Hunter Greene","CIN",10.8211,9.03953,12.7294,3.59014,27.716,27.716,0,0,,165.754,676.822,133.53,70.54,66.12,21.8566,47.5417,0.441846,6.6256,209.254,11.3619,2.58139,4.40148,1.18675,0.309171,0.0702425,0.23892811685800552,0.214453,1.09241,0.285212,0.734564,,,3.30485,4.29967,3.31395,43.72999954223633,,,,,,,862.4000000000002,5.195180722891568,797,4.801204819277109,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Dylan Cease","TOR",12.5909,8.32004,12.8036,3.37017,29.436,29.436,0,0,,172.727,709.16,133.37,69.19,64.68,18.9078,63.8072,0.591681,4.50066,204.123,10.6359,3.3247,3.19906,0.985195,0.287838,0.0899758,0.19786232709884644,0.208113,1.14155,0.27395,0.74975,,,3.38106,4.25053,4.00902,78.55000305175781,,,,,,,901.7,5.2121387283236995,819,4.734104046242774,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Max Fried","NYY",13.5228,7.59267,14.2546,3.23975,28.454,28.454,0,0,,178.486,734.703,150.405,69.06,64.25,14.4014,54.83,0.46722,9.31223,171.7,8.65785,2.76475,3.13151,0.726178,0.2337,0.0746287,0.159071683883667,0.224297,1.14987,0.280732,0.73579,,,3.3382,4.21079,4.35878,54.59000015258789,,,,,,,907,5.095505617977528,860,4.831460674157303,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Jesús Luzardo","PHI",11.8951,8.86566,13.3321,3.68022,29.034,29.034,0,0,,173.264,717.636,150.939,76.48,70.85,20.5426,50.9693,0.484188,6.95977,191.721,9.95874,2.64754,3.76151,1.06706,0.267157,0.0710239,0.19613289833068848,0.228797,1.16532,0.291426,0.724396,,,3.46641,3.98276,3.2353,75.91000366210938,,,,,,,839.3000000000001,4.851445086705203,802,4.635838150289017,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Yoshinobu Yamamoto","LAD",12.8816,6.249,12.3218,3.35988,26.35,26.35,0,0,,159.702,654.212,132.132,63.84,59.62,15.8973,51.2155,0.38617,4.07902,177.183,9.98515,2.88625,3.45956,0.89589,0.270834,0.0782857,0.19254855811595917,0.220618,1.14806,0.286407,0.741862,,,3.24898,3.83283,3.68963,26.5,,,,,,,833,5.20625,781,4.88125,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Cole Ragans","KCR",10.4292,7.80427,11.1217,3.39018,25.705,25.705,0,0,,150.417,613.708,114.021,60.42,56.66,18.9208,49.0055,0.492242,6.83572,190.268,11.3844,2.93218,3.88259,1.1321,0.31003,0.0798514,0.2301788106560707,0.204387,1.08383,0.272744,0.751489,,,3.35425,3.82687,3.45387,45.63999938964844,,,,,,,791.9,5.279333333333333,715,4.766666666666667,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Framber Valdez","DET",12.7909,8.56839,15.2618,3.33019,28.348,28.348,0,0,,183.692,758.4,158.114,73.39,67.97,14.0107,58.632,0.505658,9.85316,167.352,8.19944,2.87268,2.85429,0.686454,0.220665,0.0773101,0.14335501939058304,0.229179,1.17994,0.28336,0.727211,,,3.42306,3.81396,4.31833,97.05000305175781,,,,,,,905.6000000000001,4.9217391304347835,865,4.701086956521739,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Logan Gilbert","SEA",11.4085,8.41563,12.4229,3.57,27.857,27.857,0,0,,164.496,663.026,133.641,69.85,65.25,24.485,38.7732,0.519052,6.07168,200.308,10.9593,2.12138,5.16613,1.33964,0.302111,0.0584792,0.2436319924890995,0.216184,1.04813,0.277476,0.742491,,,3.45262,3.7946,3.28932,32.90999984741211,,,,,,,835.0000000000001,5.091463414634147,773,4.713414634146342,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"George Kirby","SEA",11.2204,8.63552,12.5718,3.70015,27.913,27.913,0,0,,165.058,675.884,149.805,72.47,67.86,19.7528,34.8934,0.44849,7.01294,160.246,8.73764,1.90261,4.59245,1.07705,0.237091,0.0516263,0.18546514213085175,0.236293,1.11899,0.286471,0.714628,,,3.51084,3.78774,3.13798,69.08999633789062,,,,,,,779,4.721212121212122,759,4.6,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Hunter Brown","HOU",11.6978,9.43241,14.1013,3.73991,29.207,29.207,0,0,,178.103,742.712,154.048,78.78,74.01,19.6207,61.2883,0.547912,6.84862,188.298,9.51517,3.09706,3.07233,0.991482,0.253527,0.0825196,0.17100760340690613,0.228362,1.20905,0.288064,0.726875,,,3.60051,3.69846,3.24273,37.90999984741211,,,,,,,842.8000000000001,4.734831460674157,802,4.50561797752809,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Jacob deGrom","TEX",10.3785,7.85941,11.6189,3.44991,25.385,25.385,0,0,,152.065,609.853,120.193,61.9,58.29,19.2849,39.1451,0.439807,2.47636,168.647,9.98139,2.31681,4.30824,1.14138,0.276537,0.0641879,0.21234900504350662,0.211521,1.04783,0.265338,0.736275,,,3.38683,3.64169,3.36935,47.04999923706055,,,,,,,794.0999999999999,5.224342105263157,728,4.7894736842105265,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Sonny Gray","BOS",11.1851,8.92768,12.9816,3.71992,28.117,28.117,0,0,,168.052,694.189,150.781,74.69,69.46,20.0394,45.9962,0.423503,4.86397,170.784,9.14629,2.46332,3.713,1.07321,0.246019,0.0662588,0.17976007610559464,0.234376,1.17093,0.288927,0.723599,,,3.56075,3.56683,3.01264,134.13999938964844,,,,,,,793.6,4.723809523809524,769,4.5773809523809526,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Joe Ryan","MIN",9.92728,10.0838,13.4,4.13022,27.978,27.978,0,0,,168.485,697.706,150.871,82.76,77.32,26.9945,40.7552,0.440917,7.43206,186.48,9.96123,2.17703,4.57561,1.44197,0.267276,0.0584132,0.20886249095201492,0.232281,1.13735,0.284091,0.707686,,,3.86238,3.52487,2.16974,71.55000305175781,,,,,,,746.4999999999999,4.4434523809523805,717,4.267857142857143,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Chase Burns","CIN",8.438,8.86651,5.54034,3.46017,29.052,24.272,0,0.6505,,131.586,536.738,106.186,53.97,50.59,16.149,40.2082,0.773062,2.12652,162.407,11.108,2.75009,4.03914,1.10453,0.302581,0.0749122,0.22766876220703125,0.214777,1.11254,0.285066,0.746648,,,3.2273,3.4236,2.84085,105,,,,,,,706.4000000000002,5.351515151515153,654,4.954545454545454,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Zack Wheeler","PHI",9.4548,5.44944,10.0362,3.18014,20.074,20.074,0,0,,125.966,508.672,96.47,47.74,44.51,14.4421,36.6985,0.311803,5.12092,150.68,10.7658,2.62203,4.10589,1.03185,0.296222,0.0721457,0.22407668828964233,0.206639,1.05718,0.271858,0.756342,,,3.22917,3.38884,3.18152,120.68000030517578,,,,,,,686.6,5.449206349206349,624,4.9523809523809526,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Ranger Suárez","BOS",10.8438,8.63252,12.9677,3.77979,26.98,26.98,0,0,,164.033,685.039,155.234,74.15,68.89,16.6666,44.3301,0.603608,7.28765,143.433,7.86972,2.43226,3.23556,0.914447,0.209379,0.0647118,0.1446671560406685,0.245072,1.21661,0.292755,0.711647,,,3.65121,3.23883,2.85671,175.5,,,,,,,734.5000000000002,4.4786585365853675,732,4.463414634146342,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"MacKenzie Gore","TEX",9.97567,9.38713,11.3631,3.85984,27.973,27.973,0,0,,157.553,660.362,134.797,72.34,67.57,18.8857,56.2366,0.459071,6.60726,175.532,10.027,3.21244,3.12131,1.07882,0.265812,0.0851603,0.18065167218446732,0.225596,1.21251,0.287551,0.721132,,,3.66183,3.15484,2.67527,177.9499969482422,,,,,,,747.5,4.731012658227848,706,4.468354430379747,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Pablo López","MIN",9.41382,9.0827,12.0841,3.95012,25.928,25.928,0,0,,154.818,646.12,145.351,72.66,67.95,18.7948,40.1481,0.415759,6.51949,150.338,8.73957,2.33392,3.74459,1.0926,0.232678,0.0621372,0.1705411672592163,0.242473,1.19818,0.294098,0.708849,,,3.67551,3.08583,2.3744,140.27000427246094,,,,,,,695.3,4.485806451612903,687,4.432258064516129,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Nick Pivetta","SDP",11.1786,9.40027,13.4286,3.85018,28.771,28.771,0,0,,172.301,708.375,145.071,78.93,73.71,26.3273,50.475,0.682468,3.54155,175.339,9.15867,2.63652,3.47377,1.37518,0.247522,0.0712546,0.17626764625310898,0.2217,1.13491,0.262306,0.734878,,,4.02676,3.07948,2.84708,98.2699966430664,,,,,,,764,4.441860465116279,710,4.127906976744186,,,,,,,,,,,,,,,,,,,"Nick Pivetta","15454",601713
"Kevin Gausman","TOR",11.5246,9.56245,14.6688,4.17003,29.1,29.1,0,0,,179.373,749.217,163.868,88.62,83.11,25.1903,54.6967,0.6184,3.05113,174.632,8.76213,2.74439,3.19274,1.26392,0.233086,0.0730051,0.16008111834526062,0.236985,1.21849,0.282067,0.708924,,,3.97948,3.07385,2.25363,126.63999938964844,,,,,,,766.7000000000002,4.283240223463688,746,4.167597765363128,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Blake Snell","LAD",10.5667,6.00604,9.87899,3.60013,23.781,23.781,0,0,,136.07,564.569,109.274,58.32,54.43,14.6006,53.9546,0.45441,2.97061,157.731,10.4327,3.56869,2.92341,0.965717,0.279383,0.0955677,0.18381551653146744,0.215257,1.19959,0.282344,0.734716,,,3.46673,3.0681,2.73184,92.5,,,,,,,683.5000000000001,5.025735294117648,630,4.632352941176471,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Freddy Peralta","NYM",10.9879,8.89903,12.2096,3.81983,28.348,28.348,0,0,,163.892,682.792,132.258,74.2,69.56,22.0031,63.2709,0.42851,7.01277,180.245,9.89801,3.47447,2.84878,1.20828,0.263982,0.092665,0.1713174507021904,0.215929,1.19304,0.268744,0.736557,,,3.9674,3.05036,2.85596,59.27000045776367,,,,,,,749.8,4.5719512195121945,684,4.170731707317073,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Shohei Ohtani","LAD",8.72248,5.02606,6.3472,3.25022,21.223,21.223,0,0,,107.965,440.807,84.2144,41.8,38.99,12.0973,36.3466,0.276089,2.89379,135.862,11.3255,3.02986,3.73797,1.00844,0.308213,0.0824547,0.22575829178094864,0.209715,1.11667,0.284366,0.76006,,,3.16535,2.85116,2.61466,1.3200000524520874,,,,,,,588.2,5.446296296296297,539,4.9907407407407405,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Emmet Sheehan","LAD",9.06624,6.72488,2.84312,3.60016,34.443,23.107,0,0.7735,,134.194,550.348,103.01,57.35,53.68,18.7554,46.5817,1.1605,4.94249,158.545,10.6332,3.1241,3.4036,1.25787,0.288082,0.0846405,0.20344161242246628,0.206505,1.11474,0.262047,0.7479,,,3.74099,2.75192,2.57955,128.08999633789062,,,,,,,656.0999999999999,4.896268656716417,589,4.395522388059701,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Eury Pérez","MIA",8.27604,9.92089,9.7474,3.98978,26.868,26.868,0,0,,144.008,597.438,121.036,68.33,63.84,20.2952,46.1069,0.441972,5.75794,149.532,9.34525,2.88152,3.24317,1.26838,0.25029,0.0771744,0.17311514914035797,0.221851,1.16065,0.268108,0.712269,,,3.97097,2.72798,2.18625,85.58999633789062,,,,,,,649.0000000000001,4.5069444444444455,604,4.194444444444445,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Nathan Eovaldi","TEX",9.89455,8.16612,12.2642,3.7802,24.852,24.852,0,0,,152.968,628.693,132.434,68.56,64.25,19.5419,41.0862,0.504842,7.47451,149.589,8.80118,2.41734,3.64085,1.14977,0.237936,0.0653517,0.1725844070315361,0.228283,1.13436,0.274677,0.718112,,,3.79246,2.72512,2.66918,150.82000732421875,,,,,,,699,4.568627450980392,661,4.3202614379084965,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Nolan McLean","NYM",10.1917,7.98826,11.4892,3.77978,25.638,25.638,0,0,,150.985,634.678,133.513,67.96,63.41,16.0897,53.0488,0.42783,8.99916,148.035,8.82418,3.16216,2.79055,0.959082,0.233245,0.0835839,0.149661086499691,0.233158,1.23563,0.287448,0.723023,,,3.79241,2.72169,2.64379,96.13999938964844,,,,,,,682.2000000000002,4.517880794701988,657,4.3509933774834435,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"Michael King","SDP",10.0983,9.33727,11.6992,3.97018,27.969,27.969,0,0,,159.091,671.945,138.768,75.28,70.18,20.3791,58.5742,0.670688,8.68706,159.093,9.00014,3.31362,2.7161,1.15287,0.236766,0.0871711,0.14959454536437988,0.229488,1.24043,0.278423,0.723068,,,4.06872,2.68471,2.42313,128.27000427246094,,,,,,,683.2000000000002,4.2968553459119505,649,4.081761006289308,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Braxton Ashcraft","PIT",7.06577,8.7657,2.84002,3.82368,36.617,22.24,0,0.6612,,133.293,558.867,124.744,60.57,56.63,12.9072,40.0155,1.4011,4.29835,124.081,8.37803,2.70186,3.10083,0.871499,0.222023,0.071601,0.1504218727350235,0.242431,1.23607,0.296204,0.710272,,,3.52955,2.66538,2.04652,265.45001220703125,,,,,,,619.3000000000001,4.65639097744361,616,4.631578947368421,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Jack Flaherty","DET",9.54791,9.58236,11.4783,4.05983,27.587,27.587,0,0,,156.221,654.336,138.733,75.48,70.47,23.1801,49.1376,0.484079,6.25758,169.068,9.7401,2.83085,3.44069,1.33542,0.25838,0.0750954,0.18328481912612915,0.23163,1.20259,0.284127,0.723148,,,3.9634,2.64918,2.22929,227.0500030517578,,,,,,,683.1,4.378846153846154,654,4.1923076923076925,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Tanner Bibee","CLE",9.63471,11.1713,14.2802,4.31982,29.031,29.031,0,0,,176.278,748.928,169.722,90.72,84.61,23.846,55.5209,0.538074,8.01046,155.605,7.94451,2.83466,2.80263,1.21747,0.20777,0.0741337,0.13363606482744217,0.247626,1.27777,0.288323,0.701157,,,4.20948,2.6456,1.86039,183.86000061035156,,,,,,,685.2,3.8931818181818185,688,3.909090909090909,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Kris Bubic","KCR",8.13848,8.58354,5.84707,3.79319,29.029,23.136,0,0.6641,,133.178,556.458,119.633,60.28,56.13,15.3464,40.03,1.20183,6.35872,129.671,8.763,2.70518,3.23934,1.03709,0.233029,0.0719372,0.16109194606542587,0.234542,1.19887,0.285675,0.719239,,,3.73079,2.56769,2.24792,212.63999938964844,,,,,,,613.7,4.614285714285715,596,4.481203007518797,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Bubba Chandler","PIT",8.42413,9.79968,6.79489,4.10682,30.188,24.861,0,0.6612,,140.934,596.4,128.743,68.76,64.31,18.069,46.6359,0.943558,6.5338,140.375,8.96431,2.97815,3.01002,1.15388,0.235371,0.0781956,0.15717510133981705,0.236995,1.2444,0.287625,0.710403,,,3.94158,2.54696,1.83481,152.91000366210938,,,,,,,608.6000000000001,4.31631205673759,593,4.205673758865248,,,,,,,,,,,,,,,,,,,"Bubba Chandler","29868",696149
"David Peterson","NYM",10.3711,8.9443,12.1114,4.02005,27.5,27.5,0,0,,159.804,679.729,153.268,76.53,71.38,16.3969,56.5712,0.531592,5.76932,136.884,7.70915,3.18603,2.41967,0.923458,0.20138,0.0832261,0.11815382540225983,0.248252,1.3131,0.294912,0.713327,,,3.92619,2.53615,2.27852,500.8599853515625,,,,,,,674.4000000000001,4.215000000000001,677,4.23125,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Matthew Boyd","CHC",9.74625,9.0823,12.0918,4.28007,26.79,26.79,0,0,,156.446,658.234,149.231,79.75,74.4,22.8701,41.3319,0.427661,7.9962,140.918,8.10673,2.37773,3.40944,1.31567,0.214086,0.0627921,0.15129350870847702,0.24508,1.21807,0.283881,0.698937,,,4.17996,2.53338,1.71555,234,,,,,,,619.1000000000001,3.9685897435897446,616,3.948717948717949,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"Merrill Kelly","ARI",10.2953,10.2902,14.0907,4.37983,28.767,28.767,0,0,,174.089,735.055,168.558,90.43,84.72,23.9441,52.642,0.545281,3.89079,152.475,7.88259,2.72147,2.89644,1.23785,0.207433,0.0716164,0.1358165144920349,0.248419,1.27061,0.288016,0.696777,,,4.14567,2.5189,1.83578,233,,,,,,,686.0000000000001,3.9425287356321848,691,3.971264367816092,,,,,,,,,,,,,,,,,,,"Merrill Kelly","11156",518876
"Brandon Woodruff","MIL",8.80085,8.64084,10.8556,4.16971,24.967,24.967,0,0,,143.751,600.297,130.611,71.38,66.6,22.3208,40.1226,0.426823,5.23166,144.222,9.02946,2.51201,3.59452,1.39746,0.24025,0.0668379,0.1734122335910797,0.235359,1.1877,0.27881,0.712291,,,4.09367,2.48372,1.87448,104.55000305175781,,,,,,,607.4000000000001,4.218055555555556,587,4.076388888888889,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Edward Cabrera","CHC",8.96959,7.53852,9.25866,3.78011,24.17,24.17,0,0,,133.115,554.046,109.6,59.6,55.91,14.4748,50.0449,0.351283,6.71348,140.521,9.50075,3.38357,2.8079,0.978654,0.253628,0.0903263,0.1633012890815735,0.220396,1.1993,0.277908,0.717785,,,3.71663,2.47339,2.31654,186.77000427246094,,,,,,,637,4.7894736842105265,594,4.466165413533835,,,,,,,,,,,,,,,,,,,"Edward Cabrera","21690",665795
"Jacob Misiorowski","MIL",8.90498,9.302,5.41546,3.84444,32.43,25.266,0,0.6236,,139.971,594.41,110.479,63.82,59.79,17.5448,65.1697,1.06068,8.18505,168.472,10.8326,4.19035,2.58512,1.12812,0.283427,0.109638,0.17378918081521988,0.21203,1.2549,0.277385,0.740167,,,3.92961,2.43882,2.27182,122.18000030517578,,,,,,,649.6,4.640000000000001,587,4.192857142857143,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Quinn Priester","MIL",10.0446,9.42441,12.4761,4.10001,27.57,27.57,0,0,,161.868,683.535,158.115,78.88,73.74,18.2854,48.8512,0.447391,6.00868,129.878,7.22133,2.71617,2.65864,1.01669,0.190009,0.0714685,0.11854084581136703,0.251505,1.27861,0.291001,0.706228,,,4.0157,2.43632,2.19923,273,,,,,,,661.5999999999999,4.08395061728395,671,4.1419753086419755,,,,,,,,,,,,,,,,,,,"Quinn Priester","25977",682990
"Trey Yesavage","TOR",9.17798,8.39028,6.08754,3.77478,29.564,24.615,0,0.6494,,135.425,562.046,109.386,60.62,56.8,18.6386,49.557,0.813571,5.5362,153.635,10.2102,3.29343,3.10018,1.23867,0.27335,0.0881725,0.18517791479825974,0.215771,1.17366,0.271147,0.740111,,,3.87584,2.41064,2.28614,142.17999267578125,,,,,,,625.9,4.636296296296296,572,4.237037037037037,,,,,,,,,,,,,,,,,,,"Trey Yesavage","35456",702056
"Spencer Strider","ATL",9.34711,8.84808,11.904,4.43023,25.837,25.837,0,0,,151.773,649.063,139.182,79.56,74.71,20.7189,56.9178,0.521139,7.16194,160.594,9.52311,3.37518,2.82151,1.22861,0.247425,0.0876922,0.15973268449306488,0.237924,1.29206,0.293464,0.697452,,,4.06017,2.41023,1.46501,95.13999938964844,,,,,,,635.1,4.17828947368421,617,4.059210526315789,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Drew Rasmussen","TBR",8.96693,10.4753,10.7614,4.24982,28.704,28.704,0,0,,154.87,650.823,149.131,78.38,73.13,21.6549,43.6602,0.533079,4.9659,136.18,7.91383,2.53724,3.11908,1.25844,0.209242,0.0670846,0.14215746521949768,0.247645,1.24486,0.286874,0.70418,,,4.13619,2.40507,1.85587,154.9499969482422,,,,,,,614,3.9612903225806453,614,3.9612903225806453,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Kyle Bradish","BAL",9.31606,8.00774,10.0995,4.01018,25.232,25.232,0,0,,140.717,594.568,125.411,66.76,62.7,18.1963,49.5598,0.426911,7.76277,147.088,9.4075,3.16975,2.9679,1.1638,0.247387,0.0833542,0.16403267532587051,0.233433,1.24342,0.288241,0.723837,,,3.94771,2.38178,2.09733,69.7699966430664,,,,,,,617.0000000000001,4.375886524822696,591,4.191489361702128,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Cody Ponce","TOR",7.5124,8.23082,3.40827,4.05564,33.916,22.693,0,0.6494,,137.697,579.599,121.435,66.41,62.05,20.02,46.2634,1.44153,6.53721,158.347,10.3497,3.02382,3.42272,1.30853,0.2732,0.0798197,0.19338057190179825,0.230515,1.21788,0.291062,0.725196,,,3.87567,2.37939,1.88676,276,,,,,,,621.6,4.504347826086956,591,4.282608695652174,,,,,,,,,,,,,,,,,,,"Cody Ponce","17920",664074
"Trevor Rogers","BAL",10.1591,8.76872,12.2969,4.19986,26.774,26.774,0,0,,157.891,659.591,146.484,78.85,73.68,23.8177,44.9263,0.665471,4.21881,143.601,8.18546,2.56086,3.19637,1.35764,0.217712,0.0681124,0.1496000587940216,0.239963,1.2123,0.276883,0.712112,,,4.21096,2.31359,1.94394,165.72999572753906,,,,,,,635.4,4.021518987341772,619,3.9177215189873418,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Gavin Williams","CLE",9.07593,10.616,12.0535,4.17013,28.256,28.256,0,0,,161.326,690.997,142.981,79.84,74.75,19.9293,71.393,0.431295,5.45965,162.261,9.05216,3.98285,2.27278,1.11181,0.234821,0.103319,0.13150260597467422,0.232813,1.32883,0.284872,0.721466,,,4.15863,2.30409,2.03216,146.41000366210938,,,,,,,669.6000000000001,4.159006211180125,641,3.981366459627329,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"Zac Gallen","ARI",11.4651,11.3204,11.9705,4.13515,28.533,28.095,0,0,,162.19,683.75,146.884,79.68,74.52,21.6043,56.774,0.542812,4.70429,152.086,8.43933,3.15041,2.6788,1.19883,0.22243,0.0830333,0.13939622044563293,0.236045,1.25568,0.27928,0.714934,,,4.12853,2.30305,2.08441,221.0500030517578,,,,,,,663.9999999999998,4.098765432098764,642,3.962962962962963,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Cade Horton","CHC",8.21319,7.5226,9.04133,4.06017,23.028,23.028,0,0,,127.236,535.154,118.927,61.4,57.4,14.624,40.0679,0.36331,3.7427,112.387,7.94965,2.83419,2.80491,1.03443,0.210009,0.0748717,0.1351369395852089,0.242045,1.24961,0.286285,0.704548,,,3.89569,2.30276,1.82086,198.36000061035156,,,,,,,537.9000000000002,4.235433070866144,532,4.188976377952756,,,,,,,,,,,,,,,,,,,"Cade Horton","31872",690990
"Sean Manaea","NYM",7.29423,8.595,3.10623,4.18517,33.448,22.556,0,0.7119,,132.059,554.954,117.016,65.68,61.41,20.7243,39.1898,1.44322,8.89478,147.267,10.0365,2.67083,3.7578,1.41239,0.265368,0.070618,0.19475030153989792,0.230859,1.18284,0.284147,0.711726,,,4.03727,2.30036,1.51845,281.3599853515625,,,,,,,568.3000000000002,4.3053030303030315,541,4.098484848484849,,,,,,,,,,,,,,,,,,,"Sean Manaea","15873",640455
